[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Sr (all spectra): 1069 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 29000
Query NIST Bibliographic Databases for
Sr (new window)
Sr Energy Levels
Sr Line Wavelengths and Classification
Sr Transition Probabilities
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |               Observed  |                   Ritz    |   Rel. |    Aki    | Acc. |        Ei           Ek         |              Lower level               |              Upper level               |  gi   gk  |   Type|         TP  |    Line  |
          |              Wavelength |                Wavelength |   Int. |    s^-1   |      |      (cm-1)       (cm-1)       |----------------------------------------|----------------------------------------|           |       |        Ref. |    Ref.  |
          |               Air (nm)  |                 Air (nm)  |   (?)  |           |      |                                | Conf.                | Term     | J    | Conf.                | Term     | J    |           |       |             |          |
Sr III    |             528.8319    |               528.832     |     60 |           |      | 280920.71     -  299825.06     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr III    |             529.8062    |               529.8052    |      4 |           |      | 290831.39     -  309701.00     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<1/2>).6d    | 2[3/2]*  | 2    |   7 - 5   |       |             |   L1771  |
Sr II     |             530.313     |               530.311     |        | 1.9e+07   |      |  55769.7      -   74621.3      | 4p6.6p               | 2P*      | 1/2  | 4p6.7d               | 2D       | 3/2  |   2 - 4   |       |       T3464 |   L3450  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             531.7591    |               531.7605    |     10 |           |      | 281821.37     -  300621.60     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).6d    | 2[5/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             532.1909    |               532.1933    |     12 |           |      | 290831.39     -  309616.33     | 4p5.(2P*<1/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<1/2>).6d    | 2[5/2]*  | 2    |   7 - 5   |       |             |   L1771  |
Sr I      |             532.9813    |               532.9811    |    500 | 1.7e+07   | C+   |  20149.685    -   38906.858    | 5s.4d                | 1D       | 2    | 5s.7p                | 1P*      | 1    |   5 - 3   |       |       T5960 |   L7362  |
Sr III    |             534.3301    |               534.322     |   18bl |           |      | 291211.88     -  309921.97     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<1/2>).6d    | 2[5/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr IV     |             534.4696    |               534.4760    |     16 |           |      | 333030.58     -  351735.29     | 4s2.4p4.(3P<2>).5d   | 2[1]     | 3/2  | 4s2.4p4.(3P<2>).6p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             535.5942    |               535.5939    |     36 |           |      | 281955.93     -  300621.60     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<3/2>).6d    | 2[5/2]*  | 3    |   9 - 7   |       |             |   L1771  |
Sr I      |             537.4069    |               537.40621   |    290 |           |      |  20149.685    -   38752.410    | 5s.4d                | 1D       | 2    | 5s.4f                | 3F*      | 3    |   5 - 7   |       |             |   L4447  |
Sr III    |             537.8458    |               537.8450    |     30 |           |      | 281459.61     -  300047.16     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 3    |   7 - 7   |       |             |   L1771  |
Sr II     |             537.913     |               537.913     |        | 2.2e+07   |      |  56057.9      -   74643.1      | 4p6.6p               | 2P*      | 3/2  | 4p6.7d               | 2D       | 5/2  |   4 - 6   |       |       T3464 |   L3450  |
Sr II     |             538.545     |               538.545     |        | 3.7e+06   |      |  56057.9      -   74621.3      | 4p6.6p               | 2P*      | 3/2  | 4p6.7d               | 2D       | 3/2  |   4 - 4   |       |       T3464 |   L3450  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             539.1028    |               539.1020    |     60 |           |      | 291377.76     -  309921.97     | 4p5.(2P*<1/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<1/2>).6d    | 2[5/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             539.5886    |               539.5932    |     30 |           |      | 281886.39     -  300413.72     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<3/2>).6d    | 2[5/2]*  | 2    |   7 - 5   |       |             |   L1771  |
Sr III    |             539.9924    |               539.9930    |     24 |           |      | 281459.61     -  299973.22     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).6d    | 2[3/2]*  | 2    |   7 - 5   |       |             |   L1771  |
Sr III    |             540.5451    |               540.5446    |     50 |           |      | 281919.00     -  300413.72     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).6d    | 2[5/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             540.7066    |               540.7060    |     40 |           |      | 283933.04     -  302422.24     | 4p5.(2P*<3/2>).6p    | 2[1/2]   | 0    | 4p5.(2P*<3/2>).6d    | 2[3/2]*  | 1    |   1 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             541.4988    |               541.4950    |     30 |           |      | 335436.88     -  353899.14     | 4s2.4p4.(3P<2>).6s   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).6p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L4311  |
Sr III    |             541.7560    |               541.755     |    50* |           |      | 203342.00     -  221795.40     | 4p5.(2P*<1/2>).5s    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).5p    | 2[1/2]   | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             541.7560    |               541.763     |    50* |           |      | 292481.99     -  310935.11     | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 0    | 4p5.(2P*<1/2>).6d    | 2[3/2]*  | 1    |   1 - 3   |       |             |   L1771  |
Sr III    |             542.0991    |               542.0987    |     50 |           |      | 291259.30     -  309701.00     | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 1    | 4p5.(2P*<1/2>).6d    | 2[3/2]*  | 2    |   3 - 5   |       |             |   L1771  |
Sr III    |             543.1974    |               543.196     |      6 |           |      | 291211.88     -  309616.33     | 4p5.(2P*<1/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<1/2>).6d    | 2[5/2]*  | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             544.3483    |               544.3494    |     80 |           |      | 281459.61     -  299825.06     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 4    |   7 - 9   |       |             |   L1771  |
Sr I      |             545.0836    |               545.08373   |   1000 | 1.47e+07  | B+   |  18218.784    -   36559.492    | 5s.4d                | 3D       | 2    | 4d.5p                | 3D*      | 3    |   5 - 7   |       |       T5178 |   L7362  |
Sr III    |             545.5984    |               545.603     |     6h |           |      | 291377.76     -  309701.00     | 4p5.(2P*<1/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<1/2>).6d    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr III    |             546.3897    |               546.3897    |     60 |           |      | 282324.73     -  300621.60     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).6d    | 2[5/2]*  | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             547.1650    |               547.1646    |     50 |           |      | 281032.70     -  299303.66     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 1    |   5 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             547.5276    |               547.5248    |      4 |           |      | 264181.57     -  282440.51     | 4s2.4p4.(3P).4d      | 2D       | 3/2  | 4s2.4p4.(3P<1>).5p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L3647  |
Sr III    |             547.7634    |               547.7645    |     16 |           |      | 290618.19     -  308869.14     | 4p5.(2P*<1/2>).6p    | 2[3/2]   | 1    | 4p5.(2P*<1/2>).7s    | 2[1/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr IV     |             547.8622    |               547.8689    |     20 |           |      | 333195.98     -  351443.45     | 4s2.4p4.(3P<2>).5d   | 2[3]     | 5/2  | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 5/2  |   6 - 6   |       |             |   L4311  |
Sr I      |             548.0865    |               548.08638   |   2700 | 7.9e+07   | A'   |  18319.261    -   36559.492    | 5s.4d                | 3D       | 3    | 4d.5p                | 3D*      | 3    |   7 - 7   |       |       T5178 |   L7362  |
Sr III    |             548.5219    |               548.5207    |     40 |           |      | 281821.37     -  300047.16     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 3    |   5 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             548.6136    |               548.6135    |   1000 | 1.53e+07  | B+   |  18159.040    -   36381.746    | 5s.4d                | 3D       | 1    | 4d.5p                | 3D*      | 2    |   3 - 5   |       |       T5178 |   L7362  |
Sr IV     |             549.4631    |               549.4703    |     24 |           |      | 354841.85     -  373036.14     | 4s2.4p4.(1D<2>).6s   | 2[2]     | 5/2  | 4s2.4p4.(1D<2>).6p   | 2[2]*    | 5/2  |   6 - 6   |       |             |   L4311  |
Sr I      |             550.4184    |               550.4181    |   2000 | 5.4e+07   | B+   |  18218.784    -   36381.746    | 5s.4d                | 3D       | 2    | 4d.5p                | 3D*      | 2    |   5 - 5   |       |       T5178 |   L7362  |
Sr III    |             550.4829    |               550.4845    |      4 |           |      | 281886.39     -  300047.16     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 3    | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 3    |   7 - 7   |       |             |   L1771  |
Sr III    |             550.7556    |               550.7550    |     10 |           |      | 281821.37     -  299973.22     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).6d    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             551.9484    |               551.9485    |      8 |           |      | 290618.19     -  308730.79     | 4p5.(2P*<1/2>).6p    | 2[3/2]   | 1    | 4p5.(2P*<1/2>).7s    | 2[1/2]*  | 0    |   3 - 1   |       |             |   L1771  |
Sr III    |             552.0418    |               552.0397    |     50 |           |      | 280920.71     -  299030.32     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 2    |   7 - 5   |       |             |   L1771  |
Sr I      |             552.1765    |               552.1768    |   1700 | 6.3e+07   | A'   |  18159.040    -   36264.151    | 5s.4d                | 3D       | 1    | 4d.5p                | 3D*      | 1    |   3 - 3   |       |       T5178 |   L7362  |
Sr I      |             553.4794    |               553.4799    |   1000 | 2.27e+07  | B+   |  18319.261    -   36381.746    | 5s.4d                | 3D       | 3    | 4d.5p                | 3D*      | 2    |   7 - 5   |       |       T5178 |   L7362  |
Sr III    |             553.7333    |               553.7333    |     24 |           |      | 281919.00     -  299973.22     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).6d    | 2[3/2]*  | 2    |   3 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             554.0051    |               554.0050    |   1000 | 2.84e+07  | B+   |  18218.784    -   36264.151    | 5s.4d                | 3D       | 2    | 4d.5p                | 3D*      | 1    |   5 - 3   |       |       T5178 |   L7362  |
Sr I      |             554.3355    |               554.3353    |  1000h |           |      |  21698.452    -   39733.067    | 5s.5p                | 1P*      | 1    | 5s.6d                | 1D       | 2    |   3 - 5   |       |             |   L7362  |
Sr III    |             555.4755    |               555.4748    |     36 |           |      | 281032.70     -  299030.32     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr I      |             555.6384    |               555.6375    |   1400 |           |      |  21698.452    -   39690.802    | 5s.5p                | 1P*      | 1    | 5s.6d                | 3D       | 2    |   3 - 5   |       |             |   L4447  |
Sr I      |             555.7908    |               555.7910    |    600 |           |      |  21698.452    -   39685.830    | 5s.5p                | 1P*      | 1    | 5s.6d                | 3D       | 1    |   3 - 3   |       |             |   L4447  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             559.4495    |               559.469     |  6w,bl |           |      | 281955.93     -  299825.06     | 4p5.(2P*<3/2>).4f    | 2[7/2]   | 4    | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 4    |   9 - 9   |       |             |   L1771  |
Sr IV     |             559.5174    |               559.5144    |     20 |           |      | 354937.05     -  372804.73     | 4s2.4p4.(1D<2>).6s   | 2[2]     | 3/2  | 4s2.4p4.(1D<2>).6p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L4311  |
Sr I      |             559.8163    |               559.8159    |   1200 | 3.0e+05   | C'   |  20149.685    -   38007.742    | 5s.4d                | 1D       | 2    | 4d.5p                | 1F*      | 3    |   5 - 7   |       |       T5363 |   L4447  |
Sr II     |             562.294     |               562.290     |        |           |      |  53286.31     -   71065.8      | 4p6.5d               | 2D       | 3/2  | 4p6.5f               | 2F*      | 5/2  |   4 - 6   |       |             |   L3450  |
Sr IV     |             562.6927    |               562.6936    |     18 |           |      | 342636.27     -  360403.00     | 4s2.4p4.(3P<0>).6s   | 2[0]     | 1/2  | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 3/2  |   2 - 4   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             563.7242    |               563.7270    |     10 |           |      | 281821.37     -  299555.53     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).6d    | 2[1/2]*  | 1    |   5 - 3   |       |             |   L1771  |
Sr IV     |             564.719     |               564.7212    |     20 |           |      | 342700.06     -  360403.00     | 4s2.4p4.(3P<1>).6s   | 2[1]     | 3/2  | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 3/2  |   4 - 4   |       |             |   L4311  |
Sr II     |             565.054     |               565.044     |      * |           |      |  53372.97     -   71065.8      | 4p6.5d               | 2D       | 5/2  | 4p6.5f               | 2F*      | 5/2  |   6 - 6   |       |             |   L3450  |
Sr II     |             565.054     |               565.044     |      * |           |      |  53372.97     -   71065.8      | 4p6.5d               | 2D       | 5/2  | 4p6.5f               | 2F*      | 7/2  |   6 - 8   |       |             |   L3450  |
Sr III    |             566.4655    |               566.4635    |     60 |           |      | 282324.73     -  299973.22     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).6d    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             566.8480    |               566.8477    |      4 |           |      | 281919.00     -  299555.53     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).6d    | 2[1/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             567.7093    |               567.7068    |     10 |           |      | 291259.30     -  308869.14     | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 1    | 4p5.(2P*<1/2>).7s    | 2[1/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr III    |             568.9717    |               568.9711    |     60 |           |      | 281459.61     -  299030.32     | 4p5.(2P*<3/2>).6p    | 2[5/2]   | 3    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 2    |   7 - 5   |       |             |   L1771  |
Sr III    |             571.5509    |               571.5516    |     50 |           |      | 291377.76     -  308869.14     | 4p5.(2P*<1/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<1/2>).7s    | 2[1/2]*  | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             572.2026    |               572.2023    |     14 |           |      | 291259.30     -  308730.79     | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 1    | 4p5.(2P*<1/2>).7s    | 2[1/2]*  | 0    |   3 - 1   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr II     |             572.370     |               572.336     |        | 7.1e+06   |      |  55769.7      -   73237.1      | 4p6.6p               | 2P*      | 1/2  | 4p6.8s               | 2S       | 1/2  |   2 - 2   |       |       T3464 |   L3450  |
Sr III    |             575.0598    |               575.0603    |     50 |           |      | 281919.00     -  299303.66     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 1    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 1    |   3 - 3   |       |             |   L1771  |
Sr IV     |             577.2657    |               577.2685    |     60 |           |      | 334143.89     -  351462.05     | 4s2.4p4.(3P<2>).6s   | 2[2]     | 5/2  | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 7/2  |   6 - 8   |       |             |   L4311  |
Sr IV     |             577.6759    |               577.6878    |     16 |           |      | 353264.68     -  370570.27     | 4s2.4p4.(1D<2>).5d   | 2[2]     | 3/2  | 4s2.4p4.(1D<2>).6p   | 2[3]*    | 5/2  |   4 - 6   |       |             |   L4311  |
Sr III    |             580.1953    |               580.1952    |     30 |           |      | 282324.73     -  299555.53     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).6d    | 2[1/2]*  | 1    |   5 - 3   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             580.9316    |               580.9319    |     10 |           |      | 281821.37     -  299030.32     | 4p5.(2P*<3/2>).4f    | 2[5/2]   | 2    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr III    |             581.1889    |               581.190     |      4 |           |      | 299555.53     -  316756.85     | 4p5.(2P*<3/2>).6d    | 2[1/2]*  | 1    | 4p5.(2P*<3/2>).6f    | 2[3/2]   | 2    |   3 - 5   |       |             |   L1771  |
Sr I      |             581.6771    |               581.67702   |   1500 | 3.0e+05   | B+   |  20149.685    -   37336.591    | 5s.4d                | 1D       | 2    | 4d.5p                | 3P*      | 2    |   5 - 5   |       |       T5178 |   L7362  |
Sr II     |             581.900     |               581.938     |        | 1.4e+07   |      |  56057.9      -   73237.1      | 4p6.6p               | 2P*      | 3/2  | 4p6.8s               | 2S       | 1/2  |   4 - 2   |       |       T3464 |   L3450  |
Sr III    |             582.8429    |               582.842     |     16 |           |      | 299825.06     -  316977.60     | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 4    | 4p5.(2P*<3/2>).6f    | 2[9/2]   | 5    |   9 - 11  |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             583.0903    |               583.093     |      6 |           |      | 299973.22     -  317118.40     | 4p5.(2P*<3/2>).6d    | 2[3/2]*  | 2    | 4p5.(2P*<3/2>).6f    | 2[5/2]   | 3    |   5 - 7   |       |             |   L1771  |
Sr III    |             588.0990    |               588.101     |      8 |           |      | 300047.16     -  317046.32     | 4p5.(2P*<3/2>).6d    | 2[7/2]*  | 3    | 4p5.(2P*<3/2>).6f    | 2[9/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr IV     |             588.1363    |               588.1256    |     20 |           |      | 344195.86     -  361194.32     | 4s2.4p4.(3P<1>).6s   | 2[1]     | 1/2  | 4s2.4p4.(3P<1>).6p   | 2[1]*    | 1/2  |   2 - 2   |       |             |   L4311  |
Sr III    |             588.8019    |               588.8021    |     24 |           |      | 282324.73     -  299303.66     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 1    |   5 - 3   |       |             |   L1771  |
Sr III    |             589.1503    |               589.150     |      6 |           |      | 300413.72     -  317382.62     | 4p5.(2P*<3/2>).6d    | 2[5/2]*  | 2    | 4p5.(2P*<3/2>).6f    | 2[7/2]   | 3    |   5 - 7   |       |             |   L1771  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             595.3413    |               595.343     |      6 |           |      | 300621.60     -  317414.00     | 4p5.(2P*<3/2>).6d    | 2[5/2]*  | 3    | 4p5.(2P*<3/2>).6f    | 2[7/2]   | 4    |   7 - 9   |       |             |   L1771  |
Sr I      |             597.0078    |               597.0078    |   600h |           |      |  21698.452    -   38444.013    | 5s.5p                | 1P*      | 1    | 5s.7s                | 1S       | 0    |   3 - 1   |       |             |   L7362  |
Sr IV     |             597.8943    |               597.898     |     30 |           |      | 342700.06     -  359420.70     | 4s2.4p4.(3P<1>).6s   | 2[1]     | 3/2  | 4s2.4p4.(3P<1>).6p   | 2[2]*    | 5/2  |   4 - 6   |       |             |   L4311  |
Sr III    |             598.4339    |               598.4363    |     40 |           |      | 282324.73     -  299030.32     | 4p5.(2P*<3/2>).6p    | 2[3/2]   | 2    | 4p5.(2P*<3/2>).7s    | 2[3/2]*  | 2    |   5 - 5   |       |             |   L1771  |
Sr IV     |             602.5124    |               602.519     |     20 |           |      | 342636.27     -  359228.65     | 4s2.4p4.(3P<0>).6s   | 2[0]     | 1/2  | 4s2.4p4.(3P<1>).6p   | 2[2]*    | 3/2  |   2 - 4   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             603.1803    |               603.180     |     24 |           |      | 344195.86     -  360770.07     | 4s2.4p4.(3P<1>).6s   | 2[1]     | 1/2  | 4s2.4p4.(3P<0>).6p   | 2[1]*    | 3/2  |   2 - 4   |       |             |   L4311  |
Sr IV     |             603.6478    |               603.651     |     20 |           |      | 342636.27     -  359197.56     | 4s2.4p4.(3P<0>).6s   | 2[0]     | 1/2  | 4s2.4p4.(3P<0>).6p   | 2[1]*    | 1/2  |   2 - 2   |       |             |   L4311  |
Sr IV     |             604.8432    |               604.845     |     20 |           |      | 342700.06     -  359228.65     | 4s2.4p4.(3P<1>).6s   | 2[1]     | 3/2  | 4s2.4p4.(3P<1>).6p   | 2[2]*    | 3/2  |   4 - 4   |       |             |   L4311  |
Sr IV     |             605.6071    |               605.614     |      8 |           |      | 254820.96     -  271328.56     | 4s2.4p4.(3P).4d      | 2D       | 5/2  | 4s2.4p4.(3P<2>).5p   | 2[3]*    | 5/2  |   6 - 6   |       |             |   L3647  |
Sr IV     |             609.3986    |               609.397     |     24 |           |      | 354841.85     -  371246.97     | 4s2.4p4.(1D<2>).6s   | 2[2]     | 5/2  | 4s2.4p4.(1D<2>).6p   | 2[3]*    | 7/2  |   6 - 8   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr III    |             610.0654    |               610.0654    |      6 |           |      | 292481.99     -  308869.14     | 4p5.(2P*<1/2>).6p    | 2[1/2]   | 0    | 4p5.(2P*<1/2>).7s    | 2[1/2]*  | 1    |   1 - 3   |       |             |   L1771  |
Sr IV     |             613.3909    |               613.387     |     20 |           |      | 335436.88     -  351735.29     | 4s2.4p4.(3P<2>).6s   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).6p   | 2[1]*    | 1/2  |   4 - 2   |       |             |   L4311  |
Sr I      |             615.8951    |               615.8943    |    350 |           |      |  20149.685    -   36381.746    | 5s.4d                | 1D       | 2    | 4d.5p                | 3D*      | 2    |   5 - 5   |       |             |   L4447  |
Sr I      |             620.3901    |               620.3888    |     80 |           |      |  20149.685    -   36264.151    | 5s.4d                | 1D       | 2    | 4d.5p                | 3D*      | 1    |   5 - 3   |       |             |   L4447  |
Sr IV     |             622.2211    |               622.214     |     30 |           |      | 334143.89     -  350211.08     | 4s2.4p4.(3P<2>).6s   | 2[2]     | 5/2  | 4s2.4p4.(3P<2>).6p   | 2[1]*    | 3/2  |   6 - 4   |       |             |   L4311  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr IV     |             624.5726    |               624.571     |     40 |           |      | 335436.88     -  351443.45     | 4s2.4p4.(3P<2>).6s   | 2[2]     | 3/2  | 4s2.4p4.(3P<2>).6p   | 2[3]*    | 5/2  |   4 - 6   |       |             |   L4311  |
Sr I      |             627.2042    |               627.2041    |     80 | 1.4e+04   | C+   |  18159.040    -   34098.404    | 5s.4d                | 3D       | 1    | 5s.6p                | 1P*      | 1    |   3 - 3   |       |       T5960 |   L7362  |
Sr IV     |             632.4005    |               632.399     |     50 |           |      | 334143.89     -  349952.33     | 4s2.4p4.(3P<2>).6s   | 2[2]     | 5/2  | 4s2.4p4.(3P<2>).6p   | 2[2]*    | 5/2  |   6 - 6   |       |             |   L4311  |
Sr I      |             634.5726    |               634.57265   |   1400 | 2.1e+06   | C+   |  18218.784    -   33973.065    | 5s.4d                | 3D       | 2    | 5s.6p                | 3P*      | 2    |   5 - 5   |       |       T5960 |   L7362  |
Sr II     |             634.900     |               634.839     |      * |           |      |  60990.04     -   76737.7      | 4p6.4f               | 2F*      | 7/2  | 4p6.6g               | 2G       | 7/2  |   8 - 8   |       |             |   L3450  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr II     |             634.900     |               634.839     |      * |           |      |  60990.04     -   76737.7      | 4p6.4f               | 2F*      | 7/2  | 4p6.6g               | 2G       | 9/2  |   8 - 10  |       |             |   L3450  |
Sr II     |             634.900     |               634.892     |      * |           |      |  60991.34     -   76737.7      | 4p6.4f               | 2F*      | 5/2  | 4p6.6g               | 2G       | 7/2  |   6 - 8   |       |             |   L3450  |
Sr IV     |             635.6232    |               635.616     |     16 |           |      | 354841.85     -  370570.27     | 4s2.4p4.(1D<2>).6s   | 2[2]     | 5/2  | 4s2.4p4.(1D<2>).6p   | 2[3]*    | 5/2  |   6 - 6   |       |             |   L4311  |
Sr I      |             636.3910    |               636.3906    |    200 | 3.7e+06   | C+'  |  18159.040    -   33868.317    | 5s.4d                | 3D       | 1    | 5s.6p                | 3P*      | 1    |   3 - 3   |       |       T5960 |   L7362  |
Sr I      |             636.9918    |               636.9918    |    500 | 1.8e+07   | C+'  |  18159.040    -   33853.490    | 5s.4d                | 3D       | 1    | 5s.6p                | 3P*      | 0    |   3 - 1   |       |       T5960 |   L7362  |
          |                         |                           |        |           |      |                                |                      |          |      |                      |          |      |           |       |             |          |
Sr I      |             638.0728    |               638.07290   |   1000 | 5.2e+06   | C+   |  18159.040    -   33826.899    | 5s.4d                | 3D       | 1    | 4d.5p                | 1D*      | 2    |   3 - 5   |       |       T5960 |   L7362  |
