[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Cr (all spectra): 7174 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 10000
Query NIST Bibliographic Databases for
Cr (new window)
Cr Energy Levels
Cr Line Wavelengths and Classification
Cr Transition Probabilities
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                   Observed  |                     Ritz    |         Rel. |    Aki    | Acc. |           Ei           Ek           |             Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |                  Wavelength |                  Wavelength |         Int. |    s^-1   |      |         (cm-1)       (cm-1)         |--------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |                   Air (nm)  |                   Air (nm)  |         (?)  |           |      |                                     | Conf.                 | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr II     |                 291.69279   |                 291.692790  |           54 |           |      |    48491.0569    -     82763.6664   | 3d4.(5D).4p           | z 6P* | 5/2  | 3d4.(5D).5s            | e 6D  | 3/2  |   6 - 4   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 291.73579   |                 291.73583   |           18 |           |      |    70398.7981    -    104666.352    | 3d4.(3G).4p           | y 2H* | 11/2 | 3d4.(3G).5s            | g 2G  | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr I      |                 291.82396   |                 291.823979  |            7 |           |      |     8307.5753    -     42564.7783   | 3d4.4s2               | a 5D  | 4    | 3d5.(4G).4p            | z 5G* | 4    |   9 - 9   |    |                         |      L14866  |
Cr II     |                 291.83062   |                 291.830542  |            6 |           |      |    33618.9363    -     67875.3689   | 3d4.(3G).4s           | b 4G  | 9/2  | 3d4.(a 3F).4p          | x 4D* | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr I      |                 291.872     |                 291.87299   |            1 |           |      |    25106.2953    -     59357.746    | 3d4.4s2               | a 3F  | 3    | 3d4.(3F1).4s.4p.(1P*)  | r 3F* | 2    |   7 - 5   |    |                         |        L808  |
Cr II     |                 291.89361   |                 291.893547  |           23 |           |      |    48632.0590    -     82881.0977   | 3d4.(5D).4p           | z 6P* | 7/2  | 3d4.(5D).5s            | e 6D  | 5/2  |   8 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr I      |                 291.974     |                 291.97430   |            1 |           |      |    25177.3539    -     59416.921    | 3d4.4s2               | a 3F  | 4    | 3d4.(3F1).4s.4p.(1P*)  | r 3F* | 3    |   9 - 7   |    |                         |        L808  |
Cr II     |                 291.98093   |                 291.980955  |           63 |           |      |    69498.2137    -    103737.0000   | 3d4.(3G).4p           | 4F*   | 9/2  | 3d4.(3G).5s            | f 4G  | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr II     |                 292.09224   |                 292.092322  |           10 |           |      |    32844.7068    -     67070.4394   | 3d5                   | b 4F  | 3/2  | 3d4.(a 3F).4p          | y 4F* | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr I      |                 292.105     |                 292.1024    |            1 |           |      |    24897.4635    -     59122.01     | 3d5.(4G).4s           | a 3G  | 4    | 3d5.(4F).4p            | u 3D* | 3    |   9 - 7   |    |                         |        L808  |
Cr II     |                 292.10842   |                 292.10837   |           71 |           |      |    59577.687     -     93801.539    | 3d4.(a 3F).4s         | e 2F  | 5/2  | 3d4.(b 3F).4p          | u 2G* | 7/2  |   6 - 8   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 292.123814  |                 292.123812  |          220 |           |      |    40202.1063    -     74424.1497   | 3d4.(1I).4s           | b 2I  | 13/2 | 3d4.(1I).4p            | 2K*   | 13/2 |  14 - 14  |    |                         |      L18847  |
Cr I      |                 292.13501   |                 292.135052  |            7 |           |      |    27816.7783    -     62037.505    | 3d4.4s2               | b 3G  | 5    | 3d5.(4F).4p            | q 3G* | 5    |  11 - 11  |    |                         |      L14866  |
Cr II     |                 292.181162  |                 292.181149  |          290 | 9.0e+07   | D    |    31168.5755    -     65383.9035   | 3d4.(a 3F).4s         | a 4F  | 7/2  | 3d4.(a 3F).4p          | z 4G* | 9/2  |   8 - 10  |    |                   T3683 |      L18847  |
Cr I      |                 292.212     |                 292.2124    |            4 |           |      |    27176.1072    -     61387.78     | 3d5.(4P).4s           | b 3P  | 1    | 3d4.(1D1).4s.4p.(3P*)  | t 3P* | 0    |   3 - 1   |    |                         |        L808  |
Cr II     |                 292.24546   |                 292.245488  |           17 |           |      |    38508.9221    -     72716.7178   | 3d4.(3G).4s           | b 2G  | 7/2  | 3d4.(3G).4p            | x 2G* | 9/2  |   8 - 10  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 292.347510  |                 292.347527  |           82 |           |      |    40228.2931    -     74424.1497   | 3d4.(1I).4s           | b 2I  | 11/2 | 3d4.(1I).4p            | 2K*   | 13/2 |  12 - 14  |    |                         |      L18847  |
Cr II     |                 292.368198  |                 292.368199  |          170 |           |      |    40228.2931    -     74421.7319   | 3d4.(1I).4s           | b 2I  | 11/2 | 3d4.(1I).4p            | 2I*   | 11/2 |  12 - 12  |    |                         |      L18847  |
Cr II     |                 292.38030   |                 292.380288  |           36 |           |      |    31350.8736    -     65542.8987   | 3d5                   | a 2D  | 5/2  | 3d4.(3H).4p            | z 2G* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |                 292.44089   |                 292.44078   |           15 |           |      |    74743.186     -    108928.139    | 3d4.(1I).4p           | 2I*   | 13/2 | 3d4.(1I).5s            | 2I    | 13/2 |  14 - 14  |    |                         |      L18847  |
Cr II     |                 292.52226   |                 292.522333  |            7 |           |      |    32836.6527    -     67012.0754   | 3d5                   | b 4F  | 7/2  | 3d4.(a 3F).4p          | y 4F* | 5/2  |   8 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 292.615265  |                 292.615248  |           84 |           |      |    31219.3322    -     65383.9035   | 3d4.(a 3F).4s         | a 4F  | 9/2  | 3d4.(a 3F).4p          | z 4G* | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |                 292.708263  |                 292.708263  |          850 |           |      |    38563.0026    -     72716.7178   | 3d4.(3G).4s           | b 2G  | 9/2  | 3d4.(3G).4p            | x 2G* | 9/2  |  10 - 10  |    |                         |      L18847  |
Cr II     |                 292.74899   |                 292.74897   |           13 |           |      |    70394.1455    -    104543.112    | 3d4.(3G).4p           | y 2H* | 9/2  | 3d4.(3G).5s            | g 2G  | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr II     |                 292.813998  |                 292.813996  |          330 |           |      |    30307.3672    -     64448.7503   | 3d4.(a 3P).4s         | b 4P  | 3/2  | 3d4.(a 3P).4p          | y 4D* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 292.82909   |                 292.829264  |          190 |           |      |    38508.9221    -     72648.5252   | 3d4.(3G).4s           | b 2G  | 7/2  | 3d4.(3G).4p            | x 2G* | 7/2  |   8 - 8   |    |                         |  L18847c153  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 292.829835  |                 292.829926  |          620 |           |      |    31117.3254    -     65256.8513   | 3d4.(a 3F).4s         | a 4F  | 5/2  | 3d4.(a 3F).4p          | z 4G* | 7/2  |   6 - 8   |    |                         |  L18847c153  |
Cr II     |                 292.8822    |                 292.88225   |            9 |           |      |    66649.3915    -    100782.819    | 3d4.(a 3P).4p         | z 2P* | 3/2  | 3d4.(a 3P).5s          | e 2P  | 1/2  |   4 - 2   |    |                         |      L18847  |
Cr II     |                 292.92115   |                 292.921242  |            9 |           |      |    34630.9154    -     68759.7991   | 3d4.(3H).4s           | a 2H  | 9/2  | 3d4.(a 3F).4p          | z 2F* | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr IV     |                             |                 292.938     |              | 1.3e-02   | D    |      237.4       -     34364.3      | 3d3                   | 4F    | 5/2  | 3d3                    | 2F    | 7/2  |   6 - 8   | M1 |                    T233 |              |
Cr II     |                 292.943575  |                 292.943584  |          110 |           |      |    36272.5173    -     70398.7981   | 3d5                   | a 2G  | 9/2  | 3d4.(3G).4p            | y 2H* | 11/2 |  10 - 12  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr I      |                 292.948     |                 292.95378   |           4h |           |      |    28636.9634    -     62762.056    | 3d5.(4D).4s           | a 3D  | 3    | 3d4.4s.4p              | r 3H* | 4    |   7 - 9   |    |                         |        L808  |
Cr II     |                 292.98030   |                 292.980305  |           19 |           |      |    35355.8964    -     69477.9002   | 3d4.(a 3P).4s         | a 2P  | 3/2  | 3d4.(3G).4p            | 4F*   | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 292.98914   |                 292.989175  |           53 |           |      |    69506.0652    -    103627.036    | 3d4.(3G).4p           | 4F*   | 7/2  | 3d4.(3G).5s            | f 4G  | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |                 293.084548  |                 293.08452   |          160 | 1.1e+08   | D    |    29951.8162    -     64061.688    | 3d4.(a 3P).4s         | b 4P  | 1/2  | 3d4.(a 3P).4p          | y 4D* | 3/2  |   2 - 4   |    |                   T3683 |      L18847  |
Cr II     |                 293.08953   |                 293.08953   |           29 |           |      |    55398.6704    -     89507.959    | 3d4.(a 3P).4s         | c 4P  | 3/2  | 3d4.(b 3P).4p          | y 4P* | 1/2  |   4 - 2   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 293.110427  |                 293.110415  |          98* |           |      |    74423.6741    -    108530.532    | 3d4.(3D).4p           | w 4F* | 7/2  | 3d4.(3D).5s            | 4D    | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 293.110427  |                 293.110431  |          98* |           |      |    34630.9154    -     68737.7714   | 3d4.(3H).4s           | a 2H  | 9/2  | 3d4.(3H).4p            | z 2H* | 11/2 |  10 - 12  |    |                         |      L18847  |
Cr I      |                 293.185     |                 293.186093  |            1 |           |      |     7927.4410    -     42025.4956   | 3d4.4s2               | a 5D  | 2    | 3d4.(3H).4s.4p.(3P*)   | z 5H* | 3    |   5 - 7   |    |                         |        L808  |
Cr II     |                 293.2030    |                 293.2034    |            6 |           |      |    82612.54      -    116708.580    | 3d3.(4F).4s.4p.(3P*)  | y 6F* | 11/2 | 3d4.(5D).6d            | 6G    | 13/2 |  12 - 14  |    |                         |      L18847  |
Cr I      |                 293.257     |                 293.25378   |           3h |           |      |    24833.7957    -     58923.980    | 3d5.(4G).4s           | a 3G  | 3    | 3d5.(4P).5p            | t 3D* | 3    |   7 - 7   |    |                         |        L808  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 293.25802   |                 293.258040  |           14 |           |      |    42897.9553    -     76987.6447   | 3d4.(3D).4s           | b 2D  | 5/2  | 3d4.(3D).4p            | w 2F* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 293.270224  |                 293.270202  |          110 |           |      |    31168.5755    -     65256.8513   | 3d4.(a 3F).4s         | a 4F  | 7/2  | 3d4.(a 3F).4p          | z 4G* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |                 293.35991   |                 293.35993   |           53 |           |      |    47354.366     -     81432.2161   | 3d5                   | d 2D  | 5/2  | 3d4.(a 1D).4p          | v 2F* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |                 293.396467  |                 293.396476  |          300 |           |      |    31082.8842    -     65156.4895   | 3d4.(a 3F).4s         | a 4F  | 3/2  | 3d4.(a 3F).4p          | z 4G* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 293.416090  |                 293.41609   |           84 |           |      |    59570.155     -     93641.483    | 3d4.(a 3F).4s         | e 2F  | 7/2  | 3d4.(b 3F).4p          | u 2G* | 9/2  |   8 - 10  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 293.43262   |                 293.432624  |           51 |           |      |    35569.1826    -     69638.5906   | 3d4.(a 3F).4s         | b 2F  | 5/2  | 3d4.(3G).4p            | 4F*   | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr II     |                 293.513439  |                 293.513436  |          520 | 1.8e+08   | D    |    30864.4328    -     64924.4609   | 3d4.(a 3P).4s         | b 4P  | 5/2  | 3d4.(a 3P).4p          | y 4D* | 7/2  |   6 - 8   |    |                   T3683 |      L18847  |
Cr II     |                 293.56229   |                 293.56230   |           16 |           |      |    55398.6704    -     89453.029    | 3d4.(a 3P).4s         | c 4P  | 3/2  | 3d4.(b 3P).4p          | y 4P* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 293.60398   |                 293.604014  |           38 |           |      |    69477.9002    -    103527.4212   | 3d4.(3G).4p           | 4F*   | 5/2  | 3d4.(3G).5s            | f 4G  | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |                 293.62898   |                 293.62899   |           14 |           |      |    74483.9075    -    108530.532    | 3d4.(3D).4p           | x 4P* | 5/2  | 3d4.(3D).5s            | 4D    | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 293.693348  |                 293.693351  |           81 |           |      |    31117.3254    -     65156.4895   | 3d4.(a 3F).4s         | a 4F  | 5/2  | 3d4.(a 3F).4p          | z 4G* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 293.7075    |                 293.707545  |            7 |           |      |    31219.3322    -     65256.8513   | 3d4.(a 3F).4s         | a 4F  | 9/2  | 3d4.(a 3F).4p          | z 4G* | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr I      |                 293.803     |                 293.80252   |           8* |           |      |    24897.4635    -     58923.980    | 3d5.(4G).4s           | a 3G  | 4    | 3d5.(4P).5p            | t 3D* | 3    |   9 - 7   |    |                         |        L808  |
Cr I      |                 293.803     |                 293.8038    |           8* |           |      |    24833.7957    -     58860.16     | 3d5.(4G).4s           | a 3G  | 3    | 3d5.(4F).4p            | u 3D* | 2    |   7 - 5   |    |                         |        L808  |
Cr II     |                 293.82724   |                 293.82724   |           10 |           |      |    55398.6704    -     89422.324    | 3d4.(a 3P).4s         | c 4P  | 3/2  | 3d4.(b 3P).4p          | y 4P* | 3/2  |   4 - 4   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr I      |                 293.883     |                 293.8856    |           7h |           |      |    20519.5515    -     54536.45     | 3d5.(4G).4s           | a 5G  | 6    | 3d4.4s.5p              | q 5F* | 5    |  13 - 11  |    |                         |        L808  |
Cr II     |                 293.90733   |                 293.907283  |           32 |           |      |    48749.2779    -     82763.6664   | 3d4.(5D).4p           | z 4P* | 1/2  | 3d4.(5D).5s            | e 6D  | 3/2  |   2 - 4   |    |                         |      L18847  |
Cr II     |                 293.91180   |                 293.91176   |           23 |           |      |    67369.0687    -    101382.939    | 3d4.(3H).4p           | y 4G* | 11/2 | 3d4.(a 3F).5s          | f 4F  | 9/2  |  12 - 10  |    |                         |      L18847  |
Cr I      |                 293.944     |                 293.9436    |            5 |           |      |    24282.3486    -     58292.54     | 3d5.(4D).4s           | b 5D  | 4    | 3d4.4s.5p              | r 5D* | 4    |   9 - 9   |    |                         |        L808  |
Cr II     |                 293.946233  |                 293.946226  |          180 |           |      |    50667.2252    -     84677.1075   | 3d4.(1F).4s           | d 2F  | 7/2  | 3d4.(1F).4p            | u 2F* | 7/2  |   8 - 8   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 294.022593  |                 294.022461  |         180* |           |      |    66649.3915    -    100650.456    | 3d4.(a 3P).4p         | z 2P* | 3/2  | 3d4.(a 3P).5s          | f 4P  | 5/2  |   4 - 6   |    |                         |  L18847c153  |
Cr II     |                 294.022593  |                 294.022594  |         180* |           |      |    42986.5955    -     76987.6447   | 3d4.(3D).4s           | b 2D  | 3/2  | 3d4.(3D).4p            | w 2F* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr IV     |                             |                 294.027     |              | 6.0e-03   | D    |      556.4       -     34556.9      | 3d3                   | 4F    | 7/2  | 3d3                    | 2F    | 5/2  |   8 - 6   | M1 |                    T233 |              |
Cr II     |                 294.09884   |                 294.098739  |           24 |           |      |    35355.8964    -     69348.1427   | 3d4.(a 3P).4s         | a 2P  | 3/2  | 3d4.(a 3P).4p          | 2D*   | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |                 294.1357    |                 294.13518   |          10* |           |      |    67333.7774    -    101321.812    | 3d4.(3H).4p           | y 4G* | 7/2  | 3d4.(a 3F).5s          | f 4F  | 7/2  |   8 - 8   |    |                         |  L18847c153  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 294.1357    |                 294.136229  |          10* |           |      |    31168.5755    -     65156.4895   | 3d4.(a 3F).4s         | a 4F  | 7/2  | 3d4.(a 3F).4p          | z 4G* | 5/2  |   8 - 6   |    |                         |  L18847c153  |
Cr II     |                 294.13867   |                 294.138369  |            9 |           |      |    70394.1455    -    104381.8122   | 3d4.(3G).4p           | y 2H* | 9/2  | 3d4.(3H).4d            | 2G    | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr I      |                 294.1643    |                 294.165414  |            2 |           |      |     8095.1842    -     42079.7263   | 3d4.4s2               | a 5D  | 3    | 3d4.(3H).4s.4p.(3P*)   | z 5H* | 4    |   7 - 9   |    |                         |        L808  |
Cr I      |                 294.18782   |                 294.187848  |            9 |           |      |     7593.1484    -     41575.099    | 3d5.(6S).4s           | a 5S  | 2    | 3d4.(5D).4s.4p.(1P*)   | y 5D* | 3    |   5 - 7   |    |                         |      L14866  |
Cr II     |                 294.195977  |                 294.195969  |          230 |           |      |    42897.9553    -     76878.9679   | 3d4.(3D).4s           | b 2D  | 5/2  | 3d4.(3D).4p            | w 2F* | 7/2  |   6 - 8   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 294.2976    |                 294.29752   |           18 |           |      |    74958.8510    -    108928.139    | 3d4.(1I).4p           | 2K*   | 15/2 | 3d4.(1I).5s            | 2I    | 13/2 |  16 - 14  |    |                         |      L18847  |
Cr II     |                 294.30383   |                 294.30395   |           21 |           |      |    67353.2671    -    101321.812    | 3d4.(3H).4p           | y 4G* | 9/2  | 3d4.(a 3F).5s          | f 4F  | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr I      |                 294.312     |                 294.3120    |            1 |           |      |     8307.5753    -     42275.19     | 3d4.4s2               | a 5D  | 4    | 3d5.(6S).5p            | x 7P* | 4    |   9 - 9   |    |                         |        L808  |
Cr II     |                 294.36637   |                 294.366618  |           10 |           |      |    33417.9808    -     67379.2950   | 3d4.(3G).4s           | b 4G  | 5/2  | 3d4.(a 3F).4p          | z 2D* | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr I      |                 294.495     |                 294.49603   |           3: |           |      |     8307.5753    -     42253.966    | 3d4.4s2               | a 5D  | 4    | 3d5.(6S).5p            | x 7P* | 3    |   9 - 7   |    |                         |       L9365  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr I      |                 294.5104    |                 294.5111    |            3 |           |      |    25177.3539    -     59122.01     | 3d4.4s2               | a 3F  | 4    | 3d5.(4F).4p            | u 3D* | 3    |   9 - 7   |    |                         |        L808  |
Cr II     |                 294.52753   |                 294.52746   |           29 |           |      |    67333.7774    -    101276.546    | 3d4.(3H).4p           | y 4G* | 7/2  | 3d4.(a 3F).5s          | f 4F  | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 294.57387   |                 294.573884  |           12 |           |      |    50667.2252    -     84604.6448   | 3d4.(1F).4s           | d 2F  | 7/2  | 3d4.(1F).4p            | u 2F* | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 294.5782    |                 294.578545  |            7 |           |      |    35569.1826    -     69506.0652   | 3d4.(a 3F).4s         | b 2F  | 5/2  | 3d4.(3G).4p            | 4F*   | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr II     |                 294.60015   |                 294.60011   |           56 |           |      |    67448.5405    -    101382.939    | 3d4.(a 3F).4p         | y 4F* | 9/2  | 3d4.(a 3F).5s          | f 4F  | 9/2  |  10 - 10  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 294.65258   |                 294.65252   |           28 |           |      |    67393.4495    -    101321.812    | 3d4.(a 3F).4p         | y 4F* | 7/2  | 3d4.(a 3F).5s          | f 4F  | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |                 294.67286   |                 294.672817  |           33 |           |      |    33417.9808    -     67344.0068   | 3d4.(3G).4s           | b 4G  | 5/2  | 3d4.(3H).4p            | y 4G* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 294.683073  |                 294.683075  |          190 |           |      |    34812.9263    -     68737.7714   | 3d4.(3H).4s           | a 2H  | 11/2 | 3d4.(3H).4p            | z 2H* | 11/2 |  12 - 12  |    |                         |      L18847  |
Cr II     |                 294.69322   |                 294.693251  |           25 |           |      |    66726.7823    -    100650.456    | 3d4.(a 3P).4p         | y 4P* | 5/2  | 3d4.(a 3P).5s          | f 4P  | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 294.751042  |                 294.751038  |          130 |           |      |    50687.6217    -     84604.6448   | 3d4.(1F).4s           | d 2F  | 5/2  | 3d4.(1F).4p            | u 2F* | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 294.80361   |                 294.80348   |            8 |           |      |    66871.8296    -    100782.819    | 3d4.(a 3P).4p         | z 2P* | 1/2  | 3d4.(a 3P).5s          | e 2P  | 1/2  |   2 - 2   |    |                         |      L18847  |
Cr II     |                 294.82325   |                 294.823237  |            8 |           |      |    35569.1826    -     69477.9002   | 3d4.(a 3F).4s         | b 2F  | 5/2  | 3d4.(3G).4p            | 4F*   | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 294.8472    |                 294.847062  |            4 |           |      |    31350.8736    -     65256.8513   | 3d5                   | a 2D  | 5/2  | 3d4.(a 3F).4p          | z 4G* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr I      |                 294.887     |                 294.8869    |           6h |           |      |    20523.8999    -     54425.30     | 3d5.(4G).4s           | a 5G  | 5    | 3d4.4s.5p              | q 5F* | 4    |  11 - 9   |    |                         |        L808  |
Cr II     |                 294.89071   |                 294.89039   |            8 |           |      |    67344.0068    -    101245.003    | 3d4.(3H).4p           | y 4G* | 5/2  | 3d4.(a 3F).5s          | f 4F  | 3/2  |   6 - 4   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 294.91166   |                 294.911617  |            6 |           |      |    35607.5091    -     69506.0652   | 3d4.(a 3F).4s         | b 2F  | 7/2  | 3d4.(3G).4p            | 4F*   | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |                 294.944907  |                 294.944904  |           68 |           |      |    33694.1421    -     67588.8727   | 3d4.(3G).4s           | b 4G  | 11/2 | 3d4.(3H).4p            | z 2I* | 13/2 |  12 - 14  |    |                         |      L18847  |
Cr II     |                 294.97993   |                 294.979943  |           27 |           |      |    35607.5091    -     69498.2137   | 3d4.(a 3F).4s         | b 2F  | 7/2  | 3d4.(3G).4p            | 4F*   | 9/2  |   8 - 10  |    |                         |      L18847  |
Cr II     |                 294.99073   |                 294.99082   |           18 |           |      |    67387.0906    -    101276.546    | 3d4.(a 3F).4p         | z 2D* | 5/2  | 3d4.(a 3F).5s          | f 4F  | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |                 295.01095   |                 295.010863  |           19 |           |      |    33618.9363    -     67506.0890   | 3d4.(3G).4s           | b 4G  | 9/2  | 3d4.(3H).4p            | z 2I* | 11/2 |  10 - 12  |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 295.06763   |                 295.067656  |            9 |           |      |    30149.8747    -     64030.5053   | 3d5                   | a 2I  | 13/2 | 3d4.(3H).4p            | z 4H* | 13/2 |  14 - 14  |    |                         |      L18847  |
Cr II     |                 295.11448   |                 295.114520  |           39 |           |      |    49005.8471    -     82881.0977   | 3d4.(5D).4p           | z 4P* | 3/2  | 3d4.(5D).5s            | e 6D  | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 295.126360  |                 295.12638   |           24 |           |      |    74114.3577    -    107988.247    | 3d4.(a 1G).4p         | x 2F* | 7/2  | 3d4.(a 3F).4d          | 2D    | 5/2  |   8 - 6   |    |                         |      L18847  |
Cr II     |                 295.13973   |                 295.139713  |           20 |           |      |    33521.0904    -     67393.4495   | 3d4.(3G).4s           | b 4G  | 7/2  | 3d4.(a 3F).4p          | y 4F* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr II     |                 295.19517   |                 295.195133  |           16 |           |      |    33521.0904    -     67387.0906   | 3d4.(3G).4s           | b 4G  | 7/2  | 3d4.(a 3F).4p          | z 2D* | 5/2  |   8 - 6   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
Cr II     |                 295.19783   |                 295.19768   |           19 |           |      |    67379.2950    -    101245.003    | 3d4.(a 3F).4p         | z 2D* | 3/2  | 3d4.(a 3F).5s          | f 4F  | 3/2  |   4 - 4   |    |                         |      L18847  |
Cr II     |                 295.21234   |                 295.21238   |           16 |           |      |    70679.0907    -    104543.112    | 3d4.(3G).4p           | x 4G* | 9/2  | 3d4.(3G).5s            | g 2G  | 7/2  |  10 - 8   |    |                         |      L18847  |
Cr I      |                 295.215     |                 295.2133    |            1 |           |      |    24303.9025    -     58167.82     | 3d5.(4D).4s           | b 5D  | 3    | 3d5.(2F1).4p           | s 3F* | 4    |   7 - 9   |    |                         |        L808  |
Cr II     |                 295.24356   |                 295.24358   |           42 |           |      |    47372.435     -     81232.8788   | 3d5                   | d 2D  | 3/2  | 3d4.(a 1D).4p          | v 2F* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |                 295.2626    |                 295.26261   |            6 |           |      |    40415.080     -     74273.3409   | 3d4.(a 1S).4s         | a 2S  | 1/2  | 3d4.(3D).4p            | w 4F* | 3/2  |   2 - 4   |    |                         |      L18847  |
          |                             |                             |              |           |      |                                     |                       |       |      |                        |       |      |           |    |                         |              |
