[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Mg (all spectra): 1067 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 50
Query NIST Bibliographic Databases for
Mg (new window)
Mg Energy Levels
Mg Line Wavelengths and Classification
Mg Transition Probabilities
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |  Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level               |               Upper level               |  gi   gk  |Type|                       TP  |    Line  |
          |                 Wavelength |                 Wavelength |  Int. |    s^-1   |      |         (cm-1)       (cm-1)         |----------------------------------------|-----------------------------------------|           |    |                      Ref. |    Ref.  |
          |                  Air (nm)  |                  Air (nm)  |  (?)  |           |      |                                     | Conf.                 | Term    | J    | Conf.                 | Term     | J    |           |    |                           |          |
Mg II     |                            |                 526.4220   |       | 8.47e+05  | B    |    93310.59      -    112301.47     | 2p6.4d                | 2D      | 5/2  | 2p6.7f                | 2F*      | 5/2  |   6 - 6   |    |                       c31 |          |
Mg II     |                 526.4368   |                 526.4364   |     7 | 1.19e+07  | B+   |    93311.11      -    112301.47     | 2p6.4d                | 2D      | 3/2  | 2p6.7f                | 2F*      | 5/2  |   4 - 6   |    |                       c31 |   L7414  |
Mg III    |                 528.6389   |                 528.6401   |     3 |           |      |   545820.4       -    564731.6      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2    | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]   | 1    |   5 - 3   |    |                           |   L1434  |
Mg III    |                 530.5206   |                 530.5197   |     3 |           |      |   545820.4       -    564664.6      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2    | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]   | 2    |   5 - 5   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 534.5977   |                 534.5976   |   1d* |           |      |    41197.403     -     59897.86     | 3s.4s                 | 3S      | 1    | 3s.9p                 | 3P*      | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 534.5977   |                 534.5976   |   1d* |           |      |    41197.403     -     59897.86     | 3s.4s                 | 3S      | 1    | 3s.9p                 | 3P*      | 1    |   3 - 3   |    |                           |   L6095  |
Mg I      |                 534.5977   |                 534.5976   |   1d* |           |      |    41197.403     -     59897.86     | 3s.4s                 | 3S      | 1    | 3s.9p                 | 3P*      | 0    |   3 - 1   |    |                           |   L6095  |
Mg IX     |                            |                 539.81     |       | 5.72e+06  | B    |  2229730         -   2248250        | 1s2.2p.4p             | 3D      | 3    | 1s2.2p.4d             | 3D*      | 3    |   7 - 7   |    |                T5633c4,LS |          |
Mg II     |                 540.1543   |                 540.1521   |    9* |           |      |    93799.63      -    112307.79     | 2p6.4f                | 2F*     | 5/2  | 2p6.7g                | 2G       | 7/2  |   6 - 8   |    |                           |   L7414  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 540.1543   |                 540.1556   |    9* |           |      |    93799.75      -    112307.79     | 2p6.4f                | 2F*     | 7/2  | 2p6.7g                | 2G       | 9/2  |   8 - 10  |    |                           |   L7414  |
Mg II     |                            |                 543.4034   |       | 1.16e+04  | C    |    93799.63      -    112197.05     | 2p6.4f                | 2F*     | 5/2  | 2p6.7d                | 2D       | 5/2  |   6 - 6   |    |                       c31 |          |
Mg II     |                 543.4039   |                 543.3999   |    4* | 2.45e+05  | B    |    93799.63      -    112197.17     | 2p6.4f                | 2F*     | 5/2  | 2p6.7d                | 2D       | 3/2  |   6 - 4   |    |                       c31 |   L7414  |
Mg II     |                 543.4039   |                 543.4070   |    4* | 2.33e+05  | B    |    93799.75      -    112197.05     | 2p6.4f                | 2F*     | 7/2  | 2p6.7d                | 2D       | 5/2  |   8 - 6   |    |                       c31 |   L7414  |
Mg II     |                 545.1259   |                 545.1250   |     1 | 1.03e+06  | B    |    97455.12      -    115794.44     | 2p6.5p                | 2P*     | 1/2  | 2p6.9d                | 2D       | 3/2  |   2 - 4   |    |                       c31 |   L7414  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                            |                 545.5355   |       | 2.03e+05  | B    |    97468.92      -    115794.44     | 2p6.5p                | 2P*     | 3/2  | 2p6.9d                | 2D       | 3/2  |   4 - 4   |    |                       c31 |          |
Mg II     |                            |                 545.5370   |       | 1.22e+06  | B+   |    97468.92      -    115794.39     | 2p6.5p                | 2P*     | 3/2  | 2p6.9d                | 2D       | 5/2  |   4 - 6   |    |                       c31 |          |
Mg II     |                 546.0019   |                 546.0018   |     1 | 1.11e+06  | B+   |    97455.12      -    115764.99     | 2p6.5p                | 2P*     | 1/2  | 2p6.10s               | 2S       | 1/2  |   2 - 2   |    |                       c31 |   L7414  |
Mg II     |                 546.4136   |                 546.4136   |     2 | 2.22e+06  | B+   |    97468.92      -    115764.99     | 2p6.5p                | 2P*     | 3/2  | 2p6.10s               | 2S       | 1/2  |   4 - 2   |    |                       c31 |   L7414  |
Mg VIII   |                            |                 548.09     |       | 5.24e+06  | B+   |  1946060         -   1964300?       | 2s2.6d                | 2D      | 3/2  | 2s.2p.(1P*).4d        | 2F*      | 5/2  |   4 - 6   |    |                T7192c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VIII   |                            |                 548.09     |       | 3.75e+05  | C+   |  1946060         -   1964300?       | 2s2.6d                | 2D      | 5/2  | 2s.2p.(1P*).4d        | 2F*      | 5/2  |   6 - 6   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 548.09     |       | 5.61e+06  | B+   |  1946060         -   1964300?       | 2s2.6d                | 2D      | 5/2  | 2s.2p.(1P*).4d        | 2F*      | 7/2  |   6 - 8   |    |                T7192c4,LS |          |
Mg I      |                 550.9597   |                 550.9597   |   2d* |           |      |    41197.403     -     59342.51     | 3s.4s                 | 3S      | 1    | 3s.8p                 | 3P*      | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 550.9597   |                 550.9597   |   2d* |           |      |    41197.403     -     59342.51     | 3s.4s                 | 3S      | 1    | 3s.8p                 | 3P*      | 0    |   3 - 1   |    |                           |   L6095  |
Mg I      |                 550.9597   |                 550.9597   |   2d* |           |      |    41197.403     -     59342.51     | 3s.4s                 | 3S      | 1    | 3s.8p                 | 3P*      | 1    |   3 - 3   |    |                           |   L6095  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 551.3255   |                 551.3276   |     1 |           |      |   546531.6       -    564664.6      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1    | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]   | 2    |   3 - 5   |    |                           |   L1434  |
Mg I      |                 552.84047  |                 552.84047  |    40 | 1.39e+07  | B+   |    35051.264     -     53134.642    | 3s.3p                 | 1P*     | 1    | 3s.4d                 | 1D       | 2    |   3 - 5   |    |                     T5539 |   L7428  |
Mg III    |                 562.6406   |                 562.6407   |     4 |           |      |   546531.6       -    564300.0      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1    | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]   | 0    |   3 - 1   |    |                           |   L1434  |
Mg X      |                            |                 569.6      |       | 1.91e+07  | A+   | [2252600]        -   2270150        | 1s2.4s                | 2S      | 1/2  | 1s2.4p                | 2P*      | 1/2  |   2 - 2   |    |                     c4,LS |          |
Mg X      |                            |                 569.6      |       | 1.91e+07  | A+   | [2252600]        -   2270150        | 1s2.4s                | 2S      | 1/2  | 1s2.4p                | 2P*      | 3/2  |   2 - 4   |    |                     c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 571.10880  |                 571.10880  |    30 | 3.86e+06  | B    |    35051.264     -     52556.206    | 3s.3p                 | 1P*     | 1    | 3s.5s                 | 1S       | 0    |   3 - 1   |    |                     T5539 |   L7428  |
Mg III    |                 573.4082   |                 573.4097   |     1 |           |      |   564300.0       -    581734.7      | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]  | 0    | 2s2.2p5.(2P*<3/2>).4d | 2[1/2]*  | 1    |   1 - 3   |    |                           |   L1434  |
Mg II     |                            |                 573.977    |       | 5.25e+03  | C    |    92790.51      -    110207.99     | 2p6.5s                | 2S      | 1/2  | 2p6.7p                | 2P*      | 3/2  |   2 - 4   |    |                       c31 |          |
Mg II     |                            |                 574.122    |       | 3.67e+03  | C    |    92790.51      -    110203.58     | 2p6.5s                | 2S      | 1/2  | 2p6.7p                | 2P*      | 1/2  |   2 - 2   |    |                       c31 |          |
Mg VI     |                            |                 576.5      |       | 3.67e+07  | B+   |  1323610?        -   1340950?       | 2s.2p3.(5S*).4s       | 4S*     | 3/2  | 2s.2p3.(5S*).4p       | 4P       | 3/2  |   4 - 4   |    |                    u22,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg VI     |                            |                 576.5      |       | 3.66e+07  | B+   |  1323610?        -   1340950?       | 2s.2p3.(5S*).4s       | 4S*     | 3/2  | 2s.2p3.(5S*).4p       | 4P       | 5/2  |   4 - 6   |    |                    u22,LS |          |
Mg VI     |                            |                 576.5      |       | 3.67e+07  | B+   |  1323610?        -   1340950?       | 2s.2p3.(5S*).4s       | 4S*     | 3/2  | 2s.2p3.(5S*).4p       | 4P       | 1/2  |   4 - 2   |    |                    u22,LS |          |
Mg I      |                 578.5312   |                 578.5313   |     5 |           |      |    41197.403     -     58477.760    | 3s.4s                 | 3S      | 1    | 3s.7p                 | 3P*      | 2    |   3 - 5   |    |                           |   L6095  |
Mg I      |                 578.5560   |                 578.5561   |     4 |           |      |    41197.403     -     58477.020    | 3s.4s                 | 3S      | 1    | 3s.7p                 | 3P*      | 1    |   3 - 3   |    |                           |   L6095  |
Mg IX     |                            |                 580.2      |       | 8.12e+05  | C    |  2241080         -   2258310        | 1s2.2p.4p             | 1D      | 2    | 1s2.2p.4d             | 1P*      | 1    |   5 - 3   |    |                   T5633c4 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 583.9820   |                 583.9810   |    10 |           |      |   545820.4       -    562939.5      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2    | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]   | 2    |   5 - 5   |    |                           |   L6095  |
Mg X      |                            |                 588        |       | 3.38e+06  | A    |  1726520         -   1743500        | 1s2.3p                | 2P*     | 1/2  | 1s2.3d                | 2D       | 3/2  |   2 - 4   |    |                       c42 |   L4713  |
Mg II     |                 591.6429   |                 591.6431   |     7 | 6.42e+05  | B    |    93310.59      -    110207.99     | 2p6.4d                | 2D      | 5/2  | 2p6.7p                | 2P*      | 3/2  |   6 - 4   |    |                       c31 |   L7414  |
Mg II     |                            |                 591.661    |       | 7.16e+04  | C+   |    93311.11      -    110207.99     | 2p6.4d                | 2D      | 3/2  | 2p6.7p                | 2P*      | 3/2  |   4 - 4   |    |                       c31 |          |
Mg II     |                 591.8158   |                 591.8158   |     6 | 7.04e+05  | B    |    93311.11      -    110203.58     | 2p6.4d                | 2D      | 3/2  | 2p6.7p                | 2P*      | 1/2  |   4 - 2   |    |                       c31 |   L7414  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 592.3366   |                 592.3365   |     3 | 1.40e+06  | B+   |    97455.12      -    114332.74     | 2p6.5p                | 2P*     | 1/2  | 2p6.8d                | 2D       | 3/2  |   2 - 4   |    |                       c31 |   L7414  |
Mg II     |                            |                 592.821    |       | 2.76e+05  | B    |    97468.92      -    114332.74     | 2p6.5p                | 2P*     | 3/2  | 2p6.8d                | 2D       | 3/2  |   4 - 4   |    |                       c31 |          |
Mg II     |                 592.8233   |                 592.8233   |     4 | 1.66e+06  | B+   |    97468.92      -    114332.68     | 2p6.5p                | 2P*     | 3/2  | 2p6.8d                | 2D       | 5/2  |   4 - 6   |    |                       c31 |   L7414  |
Mg II     |                 593.8629   |                 593.8629   |     3 | 1.36e+06  | B    |    97455.12      -    114289.36     | 2p6.5p                | 2P*     | 1/2  | 2p6.9s                | 2S       | 1/2  |   2 - 2   |    |                       c31 |   L7414  |
Mg II     |                 594.3499   |                 594.3501   |     4 | 2.71e+06  | B+   |    97468.92      -    114289.36     | 2p6.5p                | 2P*     | 3/2  | 2p6.9s                | 2S       | 1/2  |   4 - 2   |    |                       c31 |   L7414  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 594.5873   |                 594.5848   |     1 |           |      |   545820.4       -    562634.2      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2    | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]   | 1    |   5 - 3   |    |                           |   L1434  |
Mg III    |                 598.7370   |                 598.7370   |     2 |           |      |   548034.4       -    564731.6      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 0    | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]   | 1    |   1 - 3   |    |                           |   L1434  |
Mg III    |                 609.2912   |                 609.2938   |     4 |           |      |   546531.6       -    562939.5      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1    | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]   | 2    |   3 - 5   |    |                           |   L1434  |
Mg III    |                 612.7392   |                 612.7370   |     6 |           |      |   545820.4       -    562136.1      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2    | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]   | 2    |   5 - 5   |    |                           |   L1434  |
Mg III    |                 615.0082   |                 615.0100   |     4 |           |      |   548034.4       -    564289.8      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 0    | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]   | 1    |   1 - 3   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 620.8440   |                 620.8460   |     6 |           |      |   546531.6       -    562634.2      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1    | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]   | 1    |   3 - 3   |    |                           |   L6095  |
Mg X      |                            |                 622.5      |       | 3.43e+06  | A    |  1727830         -   1743890        | 1s2.3p                | 2P*     | 3/2  | 1s2.3d                | 2D       | 5/2  |   4 - 6   |    |                       c42 |   L4713  |
Mg III    |                 624.4024   |                 624.4018   |     4 |           |      |   548720.7       -    564731.6      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1    | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]   | 1    |   3 - 3   |    |                           |   L1434  |
Mg III    |                 625.6750   |                 625.6757   |    15 |           |      |   545820.4       -    561798.7      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2    | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]   | 3    |   5 - 7   |    |                           |   L6095  |
Mg III    |                 627.0250   |                 627.0257   |     7 |           |      |   548720.7       -    564664.6      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1    | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]   | 2    |   3 - 5   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 631.8716   |                 631.8717   |    10 | 2.63e+05  | D+   |    41197.403     -     57019.025    | 3s.4s                 | 3S      | 1    | 3s.6p                 | 3P*      | 2    |   3 - 5   |    |               T6298c72,LS |   L6095  |
Mg I      |                 631.9236   |                 631.9237   |     9 | 2.64e+05  | D    |    41197.403     -     57017.724    | 3s.4s                 | 3S      | 1    | 3s.6p                 | 3P*      | 1    |   3 - 3   |    |               T6298c72,LS |   L6095  |
Mg I      |                 631.9493   |                 631.9495   |     7 | 2.63e+05  | E    |    41197.403     -     57017.078    | 3s.4s                 | 3S      | 1    | 3s.6p                 | 3P*      | 0    |   3 - 1   |    |               T6298c72,LS |   L6095  |
Mg II     |                 634.6737   |                 634.6742   |    10 | 2.20e+07  | A    |    93310.59      -    109062.35     | 2p6.4d                | 2D      | 5/2  | 2p6.6f                | 2F*      | 7/2  |   6 - 8   |    |                       c31 |   L7414  |
Mg II     |                            |                 634.675    |       | 1.47e+06  | A    |    93310.59      -    109062.32     | 2p6.4d                | 2D      | 5/2  | 2p6.6f                | 2F*      | 5/2  |   6 - 6   |    |                       c31 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 634.6962   |                 634.6964   |     9 | 2.05e+07  | A    |    93311.11      -    109062.32     | 2p6.4d                | 2D      | 3/2  | 2p6.6f                | 2F*      | 5/2  |   4 - 6   |    |                       c31 |   L7414  |
Mg XI     |                            |                 636        |       | 1.47e+06  | A    |[12717465]        - [12733183]       | 1s.3p                 | 3P*     | 0    | 1s.3d                 | 3D       | 1    |   1 - 3   |    |                T5231c4,LS |          |
Mg X      |                            |                 638        |       | 5.31e+05  | A    |  1727830         -   1743500        | 1s2.3p                | 2P*     | 3/2  | 1s2.3d                | 2D       | 3/2  |   4 - 4   |    |                       c42 |   L4713  |
Mg III    |                 640.6619   |                 640.6637   |     8 |           |      |   546531.6       -    562136.1      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1    | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]   | 2    |   3 - 5   |    |                           |   L6095  |
Mg III    |                 641.7036   |                 641.7000   |     1 |           |      |   548720.7       -    564300.0      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1    | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]   | 0    |   3 - 1   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg III    |                 642.1224   |                 642.1204   |     4 |           |      |   548720.7       -    564289.8      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1    | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]   | 1    |   3 - 3   |    |                           |   L1434  |
Mg XI     |                            |                 645.2      |       | 1.90e+06  | A    |[12717729]        - [12733223]       | 1s.3p                 | 3P*     | 1    | 1s.3d                 | 3D       | 2    |   3 - 5   |    |                T5231c4,LS |          |
Mg IX     |                            |                 645.4      |       | 1.58e+07  | B+   |  2241080         -   2256570        | 1s2.2p.4p             | 1D      | 2    | 1s2.2p.4d             | 1F*      | 3    |   5 - 7   |    |                   T5633c4 |          |
Mg XI     |                            |                 646.9      |       | 1.05e+06  | A    |[12717729]        - [12733183]       | 1s.3p                 | 3P*     | 1    | 1s.3d                 | 3D       | 1    |   3 - 3   |    |                T5231c4,LS |          |
Mg III    |                 651.1429   |                 651.1416   |     2 |           |      |   570112.8       -    585466.2      | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 0    | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]*  | 1    |   1 - 3   |    |                           |   L1434  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 654.5973   |                 654.5942   |   11* |           |      |    93799.63      -    109072.05     | 2p6.4f                | 2F*     | 5/2  | 2p6.6g                | 2G       | 7/2  |   6 - 8   |    |                           |   L7414  |
Mg II     |                 654.5973   |                 654.5994   |   11* |           |      |    93799.75      -    109072.05     | 2p6.4f                | 2F*     | 7/2  | 2p6.6g                | 2G       | 9/2  |   8 - 10  |    |                           |   L7414  |
Mg II     |                 662.0440   |                 662.0438   |     5 | 4.61e+05  | B+   |    93799.63      -    108900.20     | 2p6.4f                | 2F*     | 5/2  | 2p6.6d                | 2D       | 3/2  |   6 - 4   |    |                       c31 |   L7414  |
Mg II     |                            |                 662.052    |       | 2.19e+04  | B    |    93799.63      -    108900.02     | 2p6.4f                | 2F*     | 5/2  | 2p6.6d                | 2D       | 5/2  |   6 - 6   |    |                       c31 |          |
Mg II     |                 662.0569   |                 662.0570   |     6 | 4.37e+05  | B+   |    93799.75      -    108900.02     | 2p6.4f                | 2F*     | 7/2  | 2p6.6d                | 2D       | 5/2  |   8 - 6   |    |                       c31 |   L7414  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 663.0834   |                 663.0833   |     2 |           |      |    43503.333     -     58580.23     | 3s.4s                 | 1S      | 0    | 3s.7p                 | 1P*      | 1    |   1 - 3   |    |                           |   L6095  |
Mg IV     |                            |                 665.54     |       | 2.90e-11  | E    |   582562.4       -    597583.6      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 4P*      | 1/2  |   6 - 2   | M2 |                       c48 |          |
Mg IV     |                            |                 666.25     |       | 8.59e+02  | D    |   582578.4       -    597583.6      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 1/2  |   4 - 2   |    |                       c46 |          |
Mg IV     |                            |                 666.25     |       | 2.07e-08  | D+   |   582578.4       -    597583.6      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 1/2  |   4 - 2   | M2 |                       c48 |          |
Mg XI     |                            |                 674.7      |       | 2.22e+06  | A    |[12718786]        - [12733603]       | 1s.3p                 | 3P*     | 2    | 1s.3d                 | 3D       | 3    |   5 - 7   |    |                T5231c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg II     |                 678.1451   |                 678.1445   |     7 | 2.49e+06  | B+   |    97455.12      -    112197.17     | 2p6.5p                | 2P*     | 1/2  | 2p6.7d                | 2D       | 3/2  |   2 - 4   |    |                       c31 |   L7414  |
Mg II     |                            |                 678.780    |       | 4.92e+05  | B    |    97468.92      -    112197.17     | 2p6.5p                | 2P*     | 3/2  | 2p6.7d                | 2D       | 3/2  |   4 - 4   |    |                       c31 |          |
Mg II     |                 678.7851   |                 678.7855   |     8 | 2.96e+06  | B+   |    97468.92      -    112197.05     | 2p6.5p                | 2P*     | 3/2  | 2p6.7d                | 2D       | 5/2  |   4 - 6   |    |                       c31 |   L7414  |
Mg II     |                 681.2860   |                 681.2857   |     7 | 2.11e+06  | B+   |    97455.12      -    112129.20     | 2p6.5p                | 2P*     | 1/2  | 2p6.8s                | 2S       | 1/2  |   2 - 2   |    |                       c31 |   L7414  |
Mg II     |                 681.9270   |                 681.9270   |     8 | 4.21e+06  | B+   |    97468.92      -    112129.20     | 2p6.5p                | 2P*     | 3/2  | 2p6.8s                | 2S       | 1/2  |   4 - 2   |    |                       c31 |   L7414  |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IX     |                            |                 683.8      |       | 1.72e+06  | C+   |  2235350         -   2249970        | 1s2.2p.4p             | 3P      | 2    | 1s2.2p.4d             | 3P*      | 1    |   5 - 3   |    |                T5633c4,LS |          |
Mg VIII   |                            |                 685.2      |       | 3.46e+06  | B+   |  1823050?        -   1837640        | 2s.2p.(3P*).4p        | 2D      | 3/2  | 2s.2p.(3P*).4d        | 2D*      | 3/2  |   4 - 4   |    |                T7192c4,LS |          |
Mg VIII   |                            |                 685.2      |       | 2.57e+05  | C+   |  1823050?        -   1837640        | 2s.2p.(3P*).4p        | 2D      | 3/2  | 2s.2p.(3P*).4d        | 2D*      | 5/2  |   4 - 6   |    |                T7192c4,LS |          |
Mg IV     |                            |                 689.31     |       | 1.11e+03  | D+   |   582562.4       -    597065.7      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 4P*      | 3/2  |   6 - 4   |    |                       c46 |          |
Mg IV     |                            |                 689.31     |       | 8.40e-10  | D    |   582562.4       -    597065.7      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 4P*      | 3/2  |   6 - 4   | M2 |                       c48 |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 689.4898   |                 689.4918   |     4 |           |      |    46403.065     -     60902.50     | 3s.3d                 | 1D      | 2    | 3s.12f                | 1F*      | 3    |   5 - 7   |    |                           |   L6095  |
Mg IV     |                            |                 690.07     |       | 3.33e+02  | D    |   582578.4       -    597065.7      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 3/2  |   4 - 4   |    |                       c46 |          |
Mg IV     |                            |                 690.07     |       | 1.41e-08  | D+   |   582578.4       -    597065.7      | 2s2.2p4.(1D).3s       | 2D      | 3/2  | 2s2.2p4.(3P).3p       | 4P*      | 3/2  |   4 - 4   | M2 |                       c48 |          |
Mg XI     |                            |                 692.5      |       | 5.13e+05  | A    |[12718786]        - [12733223]       | 1s.3p                 | 3P*     | 2    | 1s.3d                 | 3D       | 2    |   5 - 5   |    |                T5231c4,LS |          |
Mg XI     |                            |                 694.4      |       | 5.65e+04  | A    |[12718786]        - [12733183]       | 1s.3p                 | 3P*     | 2    | 1s.3d                 | 3D       | 1    |   5 - 3   |    |                T5231c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg I      |                 696.5404   |                 696.5409   |     6 |           |      |    46403.065     -     60755.764    | 3s.3d                 | 1D      | 2    | 3s.11f                | 1F*      | 3    |   5 - 7   |    |                           |   L6095  |
Mg IX     |                            |                 704        |       | 3.07e+05  | D    |  2446550         -   2460750        | 1s2.2p.5p             | 1D      | 2    | 1s2.2s.7p             | 1P*      | 1    |   5 - 3   |    |                   T5633c4 |          |
Mg III    |                 705.6876   |                 705.6861   |     3 |           |      |   545820.4       -    559987.1      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2    | 2s2.2p5.(2P*<3/2>).4p | 2[1/2]   | 1    |   5 - 3   |    |                           |   L1434  |
Mg I      |                 706.0409   |                 706.0414   |     8 | 8.51e+05  | D    |    46403.065     -     60562.637    | 3s.3d                 | 1D      | 2    | 3s.10f                | 1F*      | 3    |   5 - 7   |    |                  T6298c72 |   L6095  |
Mg IX     |                            |                 709        |       | 2.78e+06  | B    |  2235350         -   2249450        | 1s2.2p.4p             | 3P      | 2    | 1s2.2p.4d             | 3P*      | 2    |   5 - 5   |    |                T5633c4,LS |          |
          |                            |                            |       |           |      |                                     |                       |         |      |                       |          |      |           |    |                           |          |
Mg IV     |                            |                 716.17     |       | 1.40e+02  | D    |   582562.4       -    596521.8      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 4P*      | 5/2  |   6 - 6   |    |                       c46 |          |
Mg IV     |                            |                 716.17     |       | 2.70e-09  | D+   |   582562.4       -    596521.8      | 2s2.2p4.(1D).3s       | 2D      | 5/2  | 2s2.2p4.(3P).3p       | 4P*      | 5/2  |   6 - 6   | M2 |                       c48 |          |
Mg II     |                 716.6676   |                 716.6663   |    2* |           |      |   103689.86      -    117639.51     | 2p6.5f                | 2F*     | 5/2  | 2p6.11g               | 2G       | 7/2  |   6 - 8   |    |                           |   L7414  |
