[skip navigation]
[ASD Home][Lines Query][Levels Query][List of Spectra][Ground States and Ionization Energies][Bibliography][Help]	NIST Physical Measurement Laboratory
NIST Atomic Spectra Database Lines Data
Al (all spectra): 1038 Lines of Data Found 

Example of how to reference these results:
Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2015). NIST Atomic Spectra Database (ver. 5.3), [Online]. Available: http://physics.nist.gov/asd [2016, September 1]. National Institute of Standards and Technology, Gaithersburg, MD. 
BibTex Citation (new window)
 
Wavelength range: 200 - 800 nm
Wavelength in: vacuum below 200 nm, air between 200 and 2000 nm, vacuum above 2000 nm 
Highest relative intensity: 4000
Query NIST Bibliographic Databases for
Al (new window)
Al Energy Levels
Al Line Wavelengths and Classification
Al Transition Probabilities
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                  Observed  |                    Ritz    |   Rel. |    Aki    | Acc. |           Ei           Ek           |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |                 Wavelength |                 Wavelength |   Int. |    s^-1   |      |         (cm-1)       (cm-1)         |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |                  Air (nm)  |                  Air (nm)  |   (?)  |           |      |                                     | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                            |                 461.1010   |        |           |      |   121484.252     -    143165.4      | 3s.4d                 | 3D      | 1   | 3s.8p                 | 3P*     | 0    |   3 - 1   |    |                     |              |
Al IV     |                 462.035    |                 462.038    |     15 |           |      |   802907.5       -    824544.7      | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2    |   3 - 5   |    |                     |       L2829  |
Al IV     |                 462.606    |                 462.619    |      5 |           |      |   806234.9       -    827844.9      | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1    |   3 - 3   |    |                     |       L2829  |
Al II     |                 462.97     |                 462.9518   |      7 |           |      |   121366.725     -    142961.20     | 3s.5s                 | 1S      | 0   | 3s.8p                 | 1P*     | 1    |   1 - 3   |    |                     |       L3471  |
Al II     |                 463.15     |                 463.158    |      5 |           |      |   125703.14      -    147288.0      | 3s.5p                 | 3P*     | 0   | 3s.10d                | 3D      | 1    |   1 - 3   |    |                     |       L3471  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 463.32     |                 463.3091   |      5 |           |      |   125708.828     -    147286.65     | 3s.5p                 | 3P*     | 1   | 3s.10d                | 3D      | 2    |   3 - 5   |    |                     |       L3471  |
Al II     |                 463.5763   |                 463.5760   |     30 |           |      |   125721.703     -    147287.10     | 3s.5p                 | 3P*     | 2   | 3s.10d                | 3D      | 3    |   5 - 7   |    |                     |       L4575  |
Al II     |                            |                 463.937    |        | 6.66e+06  | C+   |   123418.48      -    144967.1      | 3s.4f                 | 3F*     | 2   | 3s.8g                 | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                            |                 463.979    |        | 6.79e+06  | C+   |   123420.45      -    144967.1      | 3s.4f                 | 3F*     | 3   | 3s.8g                 | 3G      | 4    |   7 - 9   |    |          T6298c4,LS |              |
Al II     |                            |                 463.979    |        | 5.82e+05  | D    |   123420.45      -    144967.1      | 3s.4f                 | 3F*     | 3   | 3s.8g                 | 3G      | 3    |   7 - 7   |    |          T6298c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                            |                 464.042    |        | 4.52e+05  | D    |   123423.36      -    144967.1      | 3s.4f                 | 3F*     | 4   | 3s.8g                 | 3G      | 4    |   9 - 9   |    |          T6298c4,LS |              |
Al II     |                            |                 464.042    |        | 7.24e+06  | C+   |   123423.36      -    144967.1      | 3s.4f                 | 3F*     | 4   | 3s.8g                 | 3G      | 5    |   9 - 11  |    |          T6298c4,LS |              |
Al II     |                            |                 464.042    |        | 8.88e+03  | E    |   123423.36      -    144967.1      | 3s.4f                 | 3F*     | 4   | 3s.8g                 | 3G      | 3    |   9 - 7   |    |          T6298c4,LS |              |
Al II     |                 464.7321   |                 464.7322   |     10 |           |      |   125721.703     -    147233.45     | 3s.5p                 | 3P*     | 2   | 3s.11s                | 3S      | 1    |   5 - 3   |    |                     |       L4575  |
Al II     |                 464.8611   |                 464.8609   |    400 |           |      |   124794.13      -    146299.92     | 3s.4d                 | 1D      | 2   | 3s.10p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 465.30     |                 465.3200   |      2 |           |      |   124794.13      -    146278.70     | 3s.4d                 | 1D      | 2   | 3s.9f                 | 1F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al II     |                 465.505    |                 465.5084   |      2 |           |      |   125869.015     -    147344.89     | 3s.5p                 | 1P*     | 1   | 3s.10d                | 1D      | 2    |   3 - 5   |    |                     |       L4575  |
Al II     |                 466.3056   |                 466.3046   |   1000 | 5.81e+07  | A+   |    85481.35      -    106920.56     | 3p2                   | 1D      | 2   | 3s.4p                 | 1P*     | 1    |   5 - 3   |    |             c47,u24 |       L4575  |
Al II     |                 466.6800   |                 466.6799   |    400 |           |      |   125869.015     -    147290.98     | 3s.5p                 | 1P*     | 1   | 3s.11s                | 1S      | 0    |   3 - 1   |    |                     |       L4575  |
Al VIII   |                            |                 470        |        | 4.64e+04  | E    |  1564140?        -   1585420        | 2s.2p2.(4P).3p        | 3D*     | 1   | 2s.2p2.(2D).3s        | 3D      | 2    |   3 - 5   |    |          T5520c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VIII   |                            |                 470        |        | 2.32e+05  | D    |  1564140?        -   1585420        | 2s.2p2.(4P).3p        | 3D*     | 1   | 2s.2p2.(2D).3s        | 3D      | 1    |   3 - 3   |    |          T5520c4,LS |              |
Al III    |                 470.1148   |                 470.114    |      5 | 7.67e+06  | A+   |   167612.75      -    188878.22     | 2p6.4f                | 2F*     | 5/2 | 2p6.5d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |        L277  |
Al III    |                            |                 470.129    |        | 3.65e+05  | A    |   167612.75      -    188877.57     | 2p6.4f                | 2F*     | 5/2 | 2p6.5d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |              |
Al III    |                 470.1412   |                 470.142    |      6 | 7.31e+06  | A+   |   167613.37      -    188877.57     | 2p6.4f                | 2F*     | 7/2 | 2p6.5d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |        L277  |
Al XI     |                            |                 471        |        | 2.79e+07  | AA   |  2705700         -   2726910        | 1s2.4s                | 2S      | 1/2 | 1s2.4p                | 2P*     | 3/2  |   2 - 4   |    |          T5118c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VIII   |                            |                 487        |        | 9.75e+05  | C+   |  1486690         -   1507210        | 2s2.2p.3d             | 3D*     | 3   | 2s.2p2.(4P).3s        | 3P      | 2?   |   7 - 5   |    |          T5520c4,LS |              |
Al VIII   |                            |                 488        |        | 1.92e+05  | D    |  1564950?        -   1585420        | 2s.2p2.(4P).3p        | 3D*     | 2   | 2s.2p2.(2D).3s        | 3D      | 2    |   5 - 5   |    |          T5520c4,LS |              |
Al VIII   |                            |                 488        |        | 6.89e+04  | E    |  1564950?        -   1585420        | 2s.2p2.(4P).3p        | 3D*     | 2   | 2s.2p2.(2D).3s        | 3D      | 1    |   5 - 3   |    |          T5520c4,LS |              |
Al VIII   |                            |                 488        |        | 3.07e+04  | E    |  1564950?        -   1585420        | 2s.2p2.(4P).3p        | 3D*     | 2   | 2s.2p2.(2D).3s        | 3D      | 3    |   5 - 7   |    |          T5520c4,LS |              |
Al II     |                 489.852    |                 489.8431   |     10 |           |      |   125703.14      -    146112.14     | 3s.5p                 | 3P*     | 0   | 3s.10s                | 3S      | 1    |   1 - 3   |    |                     |       L3471  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 489.876    |                 489.891    |      5 |           |      |   125869.015     -    146276.0      | 3s.5p                 | 1P*     | 1   | 3s.9d                 | 1D      | 2    |   3 - 5   |    |                     |       L4575  |
Al II     |                 489.964    |                 489.9797   |      6 |           |      |   125708.828     -    146112.14     | 3s.5p                 | 3P*     | 1   | 3s.10s                | 3S      | 1    |   3 - 3   |    |                     |       L3471  |
Al XI     |                            |                 490        |        | 2.49e+07  | AA   |  2705700         -   2726120        | 1s2.4s                | 2S      | 1/2 | 1s2.4p                | 2P*     | 1/2  |   2 - 2   |    |          T5118c4,LS |              |
Al II     |                 490.277    |                 490.2891   |     10 |           |      |   125721.703     -    146112.14     | 3s.5p                 | 3P*     | 2   | 3s.10s                | 3S      | 1    |   5 - 3   |    |                     |       L3471  |
Al III    |                            |                 490.403    |        | 2.34e+06  | A    |   188877.57      -    209263.25     | 2p6.5d                | 2D      | 5/2 | 2p6.7f                | 2F*     | 5/2  |   6 - 6   |    |                 c32 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                 490.410    |                 490.403    |    5d* | 3.51e+07  | A+   |   188877.57      -    209263.25     | 2p6.5d                | 2D      | 5/2 | 2p6.7f                | 2F*     | 7/2  |   6 - 8   |    |                 c32 |        L277  |
Al III    |                 490.410    |                 490.419    |    5d* | 3.27e+07  | A+   |   188878.22      -    209263.25     | 2p6.5d                | 2D      | 3/2 | 2p6.7f                | 2F*     | 5/2  |   4 - 6   |    |                 c32 |        L277  |
Al II     |                 491.898    |                 491.914    |      6 |           |      |   125869.015     -    146192.1      | 3s.5p                 | 1P*     | 1   | 3s.10s                | 1S      | 0    |   3 - 1   |    |                     |       L3471  |
Al VIII   |                            |                 495        |        | 2.78e+05  | D    |  1484570         -   1504780        | 2s2.2p.3d             | 3D*     | 1   | 2s.2p2.(4P).3s        | 3P      | 1?   |   3 - 3   |    |          T5520c4,LS |              |
Al II     |                 496.210    |                 496.2141   |      6 |           |      |   124794.13      -    144941.10     | 3s.4d                 | 1D      | 2   | 3s.9p                 | 1P*     | 1    |   5 - 3   |    |                     |       L3471  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 500.097    |                 500.1026   |      6 |           |      |   124794.13      -    144784.45     | 3s.4d                 | 1D      | 2   | 3s.8f                 | 1F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al II     |                 508.502    |                 508.5169   |      8 |           |      |   121483.50      -    141143.05     | 3s.4d                 | 3D      | 3   | 3p.3d                 | 3F*     | 4    |   7 - 9   |    |                     |       L3471  |
Al II     |                 509.365    |                 509.3826   |      5 |           |      |   121483.92      -    141110.06     | 3s.4d                 | 3D      | 2   | 3p.3d                 | 3F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al II     |                 510.034    |                 510.0453   |      3 |           |      |   121484.252     -    141084.89     | 3s.4d                 | 3D      | 1   | 3p.3d                 | 3F*     | 2    |   3 - 5   |    |                     |       L3471  |
Al I      |                 510.7520   |                 510.7517   |      6 |           |      |    25347.756     -     44921.287    | 3s2.4s                | 2S      | 1/2 | 3s2.7p                | 2P*     | 3/2  |   2 - 4   |    |                     |       L4737  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al I      |                 510.7943   |                 510.7940   |      4 |           |      |    25347.756     -     44919.666    | 3s2.4s                | 2S      | 1/2 | 3s2.7p                | 2P*     | 1/2  |   2 - 2   |    |                     |       L4737  |
Al VIII   |                            |                 512        |        | 7.51e+05  | C    |  1485240         -   1504780        | 2s2.2p.3d             | 3D*     | 2   | 2s.2p2.(4P).3s        | 3P      | 1?   |   5 - 3   |    |          T5520c4,LS |              |
Al II     |                            |                 514.442    |        | 1.17e+07  | C+   |   123418.48      -    142851.6      | 3s.4f                 | 3F*     | 2   | 3s.7g                 | 3G      | 3    |   5 - 7   |    |          T6298c4,LS |              |
Al II     |                            |                 514.494    |        | 1.03e+06  | D    |   123420.45      -    142851.6      | 3s.4f                 | 3F*     | 3   | 3s.7g                 | 3G      | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                            |                 514.494    |        | 1.19e+07  | C+   |   123420.45      -    142851.6      | 3s.4f                 | 3F*     | 3   | 3s.7g                 | 3G      | 4    |   7 - 9   |    |          T6298c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                            |                 514.571    |        | 1.27e+07  | C+   |   123423.36      -    142851.6      | 3s.4f                 | 3F*     | 4   | 3s.7g                 | 3G      | 5    |   9 - 11  |    |          T6298c4,LS |              |
Al II     |                            |                 514.571    |        | 1.56e+04  | E    |   123423.36      -    142851.6      | 3s.4f                 | 3F*     | 4   | 3s.7g                 | 3G      | 3    |   9 - 7   |    |          T6298c4,LS |              |
Al II     |                            |                 514.571    |        | 7.96e+05  | D    |   123423.36      -    142851.6      | 3s.4f                 | 3F*     | 4   | 3s.7g                 | 3G      | 4    |   9 - 9   |    |          T6298c4,LS |              |
Al III    |                 515.101    |                 515.097    |    5d* |           |      |   189876.10      -    209284.53     | 2p6.5f                | 2F*     | 5/2 | 2p6.7g                | 2G      | 7/2  |   6 - 8   |    |                     |        L277  |
Al III    |                 515.101    |                 515.105    |    5d* |           |      |   189876.42      -    209284.53     | 2p6.5f                | 2F*     | 7/2 | 2p6.7g                | 2G      | 9/2  |   8 - 10  |    |                     |        L277  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                            |                 515.823    |        | 1.26e+07  | C+   |   123470.5       -    142851.6      | 3s.4f                 | 1F*     | 3   | 3s.7g                 | 1G      | 4    |   7 - 9   |    |             T6298c4 |              |
Al III    |                 516.389    |                 516.386    |    5d* |           |      |   189928.49      -    209288.46     | 2p6.5g                | 2G      | 7/2 | 2p6.7h                | 2H*     | 9/2  |   8 - 10  |    |                     |        L277  |
Al III    |                 516.389    |                 516.391    |    5d* |           |      |   189928.68      -    209288.46     | 2p6.5g                | 2G      | 9/2 | 2p6.7h                | 2H*     | 11/2 |  10 - 12  |    |                     |        L277  |
Al XI     |                            |                 517        |        | 4.11e+06  | AA   |  2068770         -   2088100        | 1s2.3p                | 2P*     | 1/2 | 1s2.3d                | 2D      | 3/2  |   2 - 4   |    |           u35,T7164 |              |
Al III    |                 517.060    |                 517.059    |    1d* |           |      |   189928.49      -    209263.25     | 2p6.5g                | 2G      | 7/2 | 2p6.7f                | 2F*     | 7/2  |   8 - 8   |    |                     |        L277  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al III    |                 517.060    |                 517.059    |    1d* |           |      |   189928.49      -    209263.25     | 2p6.5g                | 2G      | 7/2 | 2p6.7f                | 2F*     | 5/2  |   8 - 6   |    |                     |        L277  |
Al IX     |                            |                 521        |        | 1.73e-01  | E    |  1642140         -   1661320        | 2s2.3d                | 2D      | 3/2 | 2s.2p.(3P*).3s        | 4P*     | 5/2  |   4 - 6   |    |             T7194c8 |              |
Al III    |                 526.011    |                 526.011    |    3d* | 1.32e+05  | B+   |   189876.10      -    208881.83     | 2p6.5f                | 2F*     | 5/2 | 2p6.7d                | 2D      | 5/2  |   6 - 6   |    |                 c32 |        L277  |
Al III    |                 526.011    |                 526.011    |    3d* | 2.77e+06  | A    |   189876.10      -    208881.83     | 2p6.5f                | 2F*     | 5/2 | 2p6.7d                | 2D      | 3/2  |   6 - 4   |    |                 c32 |        L277  |
Al III    |                            |                 526.020    |        | 2.64e+06  | A    |   189876.42      -    208881.83     | 2p6.5f                | 2F*     | 7/2 | 2p6.7d                | 2D      | 5/2  |   8 - 6   |    |                 c32 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 527.642    |                 527.6395   |      4 |           |      |   123418.48      -    142365.54     | 3s.4f                 | 3F*     | 2   | 3s.7d                 | 3D      | 1    |   5 - 3   |    |                     |       L3471  |
Al II     |                 527.681    |                 527.6902   |      4 |           |      |   123420.45      -    142365.69     | 3s.4f                 | 3F*     | 3   | 3s.7d                 | 3D      | 2    |   7 - 5   |    |                     |       L3471  |
Al II     |                 527.768    |                 527.7632   |      4 |           |      |   123423.36      -    142365.98     | 3s.4f                 | 3F*     | 4   | 3s.7d                 | 3D      | 3    |   9 - 7   |    |                     |       L3471  |
Al II     |                 527.862    |                 527.868    |      6 | 1.11e+06  | D    |   125703.14      -    144642.0      | 3s.5p                 | 3P*     | 0   | 3s.8d                 | 3D      | 1    |   1 - 3   |    |          T6298c4,LS |       L3471  |
Al IX     |                            |                 528        |        | 1.97e+00  | E    |  1642380         -   1661320        | 2s2.3d                | 2D      | 5/2 | 2s.2p.(3P*).3s        | 4P*     | 5/2  |   6 - 6   |    |             T7194c8 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 528.0214   |                 528.0216   |      8 | 1.49e+06  | D    |   125708.828     -    144642.18     | 3s.5p                 | 3P*     | 1   | 3s.8d                 | 3D      | 2    |   3 - 5   |    |          T6298c4,LS |       L4575  |
Al II     |                            |                 528.027    |        | 8.32e+05  | D    |   125708.828     -    144642.0      | 3s.5p                 | 3P*     | 1   | 3s.8d                 | 3D      | 1    |   3 - 3   |    |          T6298c4,LS |              |
Al II     |                 528.3735   |                 528.3733   |    100 | 2.00e+06  | C    |   125721.703     -    144642.45     | 3s.5p                 | 3P*     | 2   | 3s.8d                 | 3D      | 3    |   5 - 7   |    |          T6298c4,LS |       L4575  |
Al II     |                            |                 528.3809   |        | 4.99e+05  | D    |   125721.703     -    144642.18     | 3s.5p                 | 3P*     | 2   | 3s.8d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                            |                 528.386    |        | 5.53e+04  | E    |   125721.703     -    144642.0      | 3s.5p                 | 3P*     | 2   | 3s.8d                 | 3D      | 1    |   5 - 3   |    |          T6298c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 528.5842   |                 528.5838   |     30 | 3.28e+06  | C    |   125869.015     -    144782.23     | 3s.5p                 | 1P*     | 1   | 3s.8d                 | 1D      | 2    |   3 - 5   |    |             T6298c4 |       L4575  |
Al II     |                 531.076    |                 531.0830   |      4 |           |      |   125703.14      -    144527.35     | 3s.5p                 | 3P*     | 0   | 3s.9s                 | 3S      | 1    |   1 - 3   |    |                     |       L3471  |
Al II     |                 531.232    |                 531.2436   |     10 |           |      |   125708.828     -    144527.35     | 3s.5p                 | 3P*     | 1   | 3s.9s                 | 3S      | 1    |   3 - 3   |    |                     |       L3471  |
Al II     |                 531.6075   |                 531.6073   |     15 |           |      |   125721.703     -    144527.35     | 3s.5p                 | 3P*     | 2   | 3s.9s                 | 3S      | 1    |   5 - 3   |    |                     |       L4575  |
Al II     |                 532.461    |                 532.4715   |      8 |           |      |   125869.015     -    144644.14     | 3s.5p                 | 1P*     | 1   | 3s.9s                 | 1S      | 0    |   3 - 1   |    |                     |       L3471  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al VI     |                            |                 533        |        | 1.17e+06  | B    |  1274550         -   1293290        | 2s2.2p3.(2D*).4s      | 3D*     | 2   | 2s.2p4.(2D).3s        | 3D      | 3    |   5 - 7   |    |              u20,LS |              |
Al VI     |                            |                 533        |        | 9.32e+06  | A    |  1274550         -   1293290        | 2s2.2p3.(2D*).4s      | 3D*     | 3   | 2s.2p4.(2D).3s        | 3D      | 3    |   7 - 7   |    |              u20,LS |              |
Al VIII   |                            |                 537        |        | 1.84e+05  | C    |  1566820?        -   1585420        | 2s.2p2.(4P).3p        | 3D*     | 3   | 2s.2p2.(2D).3s        | 3D      | 3    |   7 - 7   |    |          T5520c4,LS |              |
Al VIII   |                            |                 537        |        | 3.23e+04  | E    |  1566820?        -   1585420        | 2s.2p2.(4P).3p        | 3D*     | 3   | 2s.2p2.(2D).3s        | 3D      | 2    |   7 - 5   |    |          T5520c4,LS |              |
Al II     |                 537.184    |                 537.133    |    12* |           |      |   121483.50      -    140095.7      | 3s.4d                 | 3D      | 3   | 3s.7p                 | 3P*     | 2    |   7 - 5   |    |                     |       L3471  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 537.184    |                 537.254    |    12* |           |      |   121483.92      -    140091.9      | 3s.4d                 | 3D      | 2   | 3s.7p                 | 3P*     | 1    |   5 - 3   |    |                     |       L3471  |
Al II     |                 538.848    |                 538.8682   |      2 | 1.43e+06  | C+   |   121366.725     -    139918.98     | 3s.5s                 | 1S      | 0   | 3s.7p                 | 1P*     | 1    |   1 - 3   |    |               T6533 |       L3471  |
Al III    |                            |                 551.853    |        | 1.26e+06  | A    |   195621.72      -    213737.44     | 2p6.6p                | 2P*     | 1/2 | 2p6.8d                | 2D      | 3/2  |   2 - 4   |    |                 c32 |              |
Al III    |                            |                 552.464    |        | 2.44e+05  | B+   |   195641.74      -    213737.44     | 2p6.6p                | 2P*     | 3/2 | 2p6.8d                | 2D      | 3/2  |   4 - 4   |    |                 c32 |              |
Al III    |                            |                 552.464    |        | 1.47e+06  | A    |   195641.74      -    213737.44     | 2p6.6p                | 2P*     | 3/2 | 2p6.8d                | 2D      | 5/2  |   4 - 6   |    |                 c32 |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al XI     |                            |                 555        |        | 3.99e+06  | AA   |  2070520         -   2088530        | 1s2.3p                | 2P*     | 3/2 | 1s2.3d                | 2D      | 5/2  |   4 - 6   |    |           u35,T7164 |              |
Al I      |                 555.7063   |                 555.7059   |     10 | 2.30e+05  | C    |    25347.756     -     43337.889    | 3s2.4s                | 2S      | 1/2 | 3s2.6p                | 2P*     | 3/2  |   2 - 4   |    |              u36,LS |       L4737  |
Al I      |                 555.7948   |                 555.7944   |      8 | 2.29e+05  | C    |    25347.756     -     43335.024    | 3s2.4s                | 2S      | 1/2 | 3s2.6p                | 2P*     | 1/2  |   2 - 2   |    |              u36,LS |       L4737  |
Al II     |                 559.3302   |                 559.330    |    800 | 9.26e+07  | A    |   106920.56      -    124794.13     | 3s.4p                 | 1P*     | 1   | 3s.4d                 | 1D      | 2    |   3 - 5   |    |               T6533 |       L4575  |
Al II     |                 561.3291   |                 561.329    |    100 | 3.43e+06  | C+   |   124794.13      -    142604.05     | 3s.4d                 | 1D      | 2   | 3s.7f                 | 1F*     | 3    |   5 - 7   |    |               T6533 |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al XII    |                            |                 563.4      |        | 1.77e+06  | A+   |[15049244]        - [15066988]       | 1s.3p                 | 3P*     | 0   | 1s.3d                 | 3D      | 1    |   1 - 3   |    |         T5231c63,LS |              |
Al XI     |                            |                 569        |        | 6.18e+05  | AA   |  2070520         -   2088100        | 1s2.3p                | 2P*     | 3/2 | 1s2.3d                | 2D      | 3/2  |   4 - 4   |    |           u35,T7164 |              |
Al III    |                 569.6603   |                 569.660    |     17 | 8.77e+07  | A+   |   126164.05      -    143713.50     | 2p6.4s                | 2S      | 1/2 | 2p6.4p                | 2P*     | 3/2  |   2 - 4   |    |                 c32 |        L277  |
Al III    |                 572.2728   |                 572.273    |     16 | 8.65e+07  | A+   |   126164.05      -    143633.38     | 2p6.4s                | 2S      | 1/2 | 2p6.4p                | 2P*     | 1/2  |   2 - 2   |    |                 c32 |        L277  |
Al XII    |                            |                 574.6      |        | 2.25e+06  | A+   |[15049634]        - [15067034]       | 1s.3p                 | 3P*     | 1   | 1s.3d                 | 3D      | 2    |   3 - 5   |    |         T5231c63,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al XII    |                            |                 576.1      |        | 1.25e+06  | A+   |[15049634]        - [15066988]       | 1s.3p                 | 3P*     | 1   | 1s.3d                 | 3D      | 1    |   3 - 3   |    |         T5231c63,LS |              |
Al II     |                 585.362    |                 585.376    |    100 | 1.28e+07  | B    |   121483.50      -    138561.8      | 3s.4d                 | 3D      | 3   | 3s.6f                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |       L3471  |
Al II     |                 586.153    |                 586.177    |     80 | 1.14e+07  | B    |   121483.92      -    138538.9      | 3s.4d                 | 3D      | 2   | 3s.6f                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |       L3471  |
Al II     |                            |                 586.162    |        | 1.43e+06  | C+   |   121483.50      -    138538.9      | 3s.4d                 | 3D      | 3   | 3s.6f                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |              |
Al II     |                            |                 586.764    |        | 5.61e+04  | D    |   121483.50      -    138521.4      | 3s.4d                 | 3D      | 3   | 3s.6f                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                            |                 586.779    |        | 1.99e+06  | C+   |   121483.92      -    138521.4      | 3s.4d                 | 3D      | 2   | 3s.6f                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |              |
Al II     |                 586.781    |                 586.790    |     50 | 1.07e+07  | B    |   121484.252     -    138521.4      | 3s.4d                 | 3D      | 1   | 3s.6f                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |       L3471  |
Al II     |                 597.1980   |                 597.197    |     80 | 5.81e+06  | C+   |   125869.015     -    142609.27     | 3s.5p                 | 1P*     | 1   | 3s.7d                 | 1D      | 2    |   3 - 5   |    |             T6298c4 |       L4575  |
Al II     |                 599.970    |                 599.99+    |      3 |           |      |   125703.14      -    142365.54     | 3s.5p                 | 3P*     | 0   | 3s.7d                 | 3D      | 1    |   1 - 3   |    |                     |    L3515c14  |
Al II     |                 599.975    |                 599.987    |   5hfs | 2.07e+06  | C    |   125703.14      -    142365.54     | 3s.5p                 | 3P*     | 0   | 3s.7d                 | 3D      | 1    |   1 - 3   |    |          T6298c4,LS |   L3515c150  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                 599.983    |                 599.99+    |      2 |           |      |   125703.14      -    142365.54     | 3s.5p                 | 3P*     | 0   | 3s.7d                 | 3D      | 1    |   1 - 3   |    |                     |    L3515c14  |
Al II     |                 600.118    |                 600.127    |      2 |           |      |   132778.633     -    149437.17     | 3s.6s                 | 1S      | 0   | 3s.15p                | 1P*     | 1    |   1 - 3   |    |                     |       L3471  |
Al II     |                 600.176    |                 600.187    |     60 | 2.79e+06  | C    |   125708.828     -    142365.69     | 3s.5p                 | 3P*     | 1   | 3s.7d                 | 3D      | 2    |   3 - 5   |    |          T6298c4,LS |       L3515  |
Al II     |                 600.188    |                 600.192    |     40 | 1.55e+06  | D    |   125708.828     -    142365.54     | 3s.5p                 | 3P*     | 1   | 3s.7d                 | 3D      | 1    |   3 - 3   |    |          T6298c4,LS |       L3515  |
Al II     |                 600.6410   |                 600.641    |    200 | 3.71e+06  | C+   |   125721.703     -    142365.98     | 3s.5p                 | 3P*     | 2   | 3s.7d                 | 3D      | 3    |   5 - 7   |    |          T6298c4,LS |       L4575  |
          |                            |                            |        |           |      |                                     |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                            |                 600.651    |        | 9.28e+05  | D    |   125721.703     -    142365.69     | 3s.5p                 | 3P*     | 2   | 3s.7d                 | 3D      | 2    |   5 - 5   |    |          T6298c4,LS |              |
